,sorted_formula,host_material,Model,Model_Type,Value,Temperature_Value,Value_Average,Temperature_Average,source
5491,Ag2Se100Sn99,SeSn,ZT,,[1.3],[793.0],1.3,793.0,JMC_data
5492,AgBiOSe,None,ZT,,[2.38],[300.0],2.38,300.0,JMC_data
5493,BiCuOSe,BiCuOSe,ZT,,[0.5],[923.0],0.5,923.0,JMC_data
5494,Bi40Cu39O40Se40,BiCuOSe,ZT,,[0.81],[923.0],0.81,923.0,JMC_data
5495,Bi94Cu99FeO100Pb6Se100,BiCuOSe,ZT,,[1.5],[873.0],1.5,873.0,JMC_data
5496,SeSn,SeSn,ZT,,[2.6],[923.0],2.6,923.0,JMC_data
5497,AgBiOSe,None,ZT,,[2.38],[295],2.38,295.0,JMC_data
5498,AgBiOTe,None,ZT,,[1.75],[295],1.75,295.0,JMC_data
5499,AgBiOTe,None,ZT,,[0.16],[295],0.16,295.0,JMC_data
5500,AgBiOTe,None,ZT,,[1.75],[295],1.75,295.0,JMC_data
5501,Cu12S13Sb4,Cu12S13Sb4,ZT,,[0.5],[673.0],0.5,673.0,JMC_data
5502,PbTe,PbTe,ZT,,[2.0],"[400.0, 900.0]",2.0,650.0,JMC_data
5503,PbTe,PbTe,ZT,,[2.2],[913.0],2.2,913.0,JMC_data
5504,SeSn,SeSn,ZT,,[2.6],[923.0],2.6,923.0,JMC_data
5505,SSn,SSn,ZT,,[0.16],[823.0],0.16,823.0,JMC_data
5506,SSn,SSn,ZT,,[1.61],[1080.0],1.61,1080.0,JMC_data
5507,SSn,SSn,ZT,,[0.16],[1080.0],0.16,1080.0,JMC_data
5508,SSn,SSn,ZT,,[0.7],[800.0],0.7000000000000001,800.0,JMC_data
5509,Ag,Ag,ZT,,[0.6],[923.0],0.6000000000000001,923.0,JMC_data
5510,SeSn,SeSn,ZT,,[0.6],[773.0],0.6000000000000001,773.0,JMC_data
5511,SeSn,SeSn,ZT,,[2.6],[923.0],2.6,923.0,JMC_data
5512,Bi25Mg160PrSb75,None,ZT,,[1.7],[725.0],1.7000000000000002,725.0,JMC_data
5513,Bi25Mg160PrSb75,None,ZT,,[1.7],[725.0],1.7000000000000002,725.0,JMC_data
5514,Bi25Mg160PrSb75,None,ZT,,[1.7],[725.0],1.7000000000000002,725.0,JMC_data
5515,Bi25Mg160PrSb75,None,ZT,,[1.7],[725.0],1.7000000000000002,725.0,JMC_data
5516,Bi40Se9Te51,None,ZT,,[0.76],[473.0],0.76,473.0,JMC_data
5517,S80Ti41,S2Ti,ZT,,[0.48],[700.0],0.48,700.0,JMC_data
5518,SeSn,SeSn,ZT,,[2.0],[323.0],2.0,323.0,JMC_data
5519,BiSeTe,Bi4Se3Te3,ZT,,[0.85],[295],0.85,295.0,JMC_data
5520,Mg2Si,Mg2Si,ZT,,[1.15],[873.0],1.15,873.0,JMC_data
5521,Al20Cr3Mn27Si40,None,ZT,,[0.3],[573.0],0.30000000000000004,573.0,JMC_data
5522,Sb2Te3,Sb2Te3,ZT,,[0.88],[295],0.88,295.0,JMC_data
5523,Mg,Mg,ZT,,[2.0],[873.0],2.0,873.0,JMC_data
5524,SeSn,SeSn,ZT,,[2.9],[923.0],2.9,923.0,JMC_data
5525,CrSi2,CrSi2,ZT,,[0.19],[673.0],0.19,673.0,JMC_data
5526,CrSi2,CrSi2,ZT,,[0.2],[700.0],0.2,700.0,JMC_data
5527,CrSi2,CrSi2,ZT,,[0.23],[900.0],0.23,900.0,JMC_data
5528,CrSi2,CrSi2,ZT,,[0.29],[700.0],0.29,700.0,JMC_data
5529,CrSi2,CrSi2,ZT,,[0.29],[700.0],0.29,700.0,JMC_data
5530,GeSi,GeSi,ZT,,[0.32],[673.0],0.32,673.0,JMC_data
5531,CrSi2,CrSi2,ZT,,[0.19],[673.0],0.19,673.0,JMC_data
5532,CrSi2,CrSi2,ZT,,[0.19],[673.0],0.19,673.0,JMC_data
5533,Co8Sb23Te,CoSb3,ZT,,[0.67],[710.0],0.67,710.0,JMC_data
5534,CoNbSn,CoNbSn,ZT,,[0.085],[873.0],0.085,873.0,JMC_data
5535,Ca3Co4O9,Ca3Co4O9,ZT,,[0.87],[973.0],0.87,973.0,JMC_data
5536,bismuth,None,ZT,,[1.0],[295],1.0,295.0,JMC_data
5537,Bi2O2Se,Bi2O2Se,ZT,,[1.0],[800.0],1.0,800.0,JMC_data
5538,Ba14Co400In23Sb1200,Co16InSb48,ZT,,[1.34],[850.0],1.34,850.0,JMC_data
5539,Bi2Te3,Bi2Te3,ZT,,[2.4],[295],2.4,295.0,JMC_data
5540,Ni,Ni,ZT,,[0.057],[750.0],0.057,750.0,JMC_data
5541,Bi44Cu50Mg3O50Pb3Se50,BiCuOSe,ZT,,[1.19],[750.0],1.19,750.0,JMC_data
5542,Bi44Cu50Mg3O50Pb3Se50,BiCuOSe,ZT,,[1.19],[750.0],1.19,750.0,JMC_data
5543,Bi44Cu50Mg3O50Pb3Se50,BiCuOSe,ZT,,[1.19],[750.0],1.19,750.0,JMC_data
5544,Cl2Sn,Cl2Sn,ZT,,[0.45],[720.0],0.45,720.0,JMC_data
5545,HfNi2Zr,None,ZT,,[1.0],[873.0],1.0,873.0,JMC_data
5546,Ti,Ti,ZT,,[1.0],[873.0],1.0,873.0,JMC_data
5547,Co52Hf25Sb40Sn10Zr25,None,ZT,,[1.0],[873.0],1.0,873.0,JMC_data
5548,Co10Hf5Sb8Sn2Zr5,None,ZT,,[0.6],[873.0],0.6000000000000001,873.0,JMC_data
5549,Hf25Ni52Sn50Zr25,None,ZT,,[1.0],[873.0],1.0,873.0,JMC_data
5550,Mg4SiSn,Mg4SiSn,ZT,,[0.486],[573.0],0.486,573.0,JMC_data
5551,Mg2Si,Mg2Si,ZT,,[1.82],[773.0],1.82,773.0,JMC_data
5552,GeMg40Si6Sn13,Mg6SiSn2,ZT,,[1.4],[750.0],1.4,750.0,JMC_data
5553,Mg4SiSn,Mg4SiSn,ZT,,[0.0132],[300.0],0.0132,300.0,JMC_data
5554,Hf125Ni500SbSn499Ti250Zr125,None,ZT,,[1.2],[830.0],1.2,830.0,JMC_data
5555,Ni50SbSn49Ti25Zr25,None,ZT,,[1.2],"[300.0, 823.0]",1.2,561.5,JMC_data
5556,Ni50SbSn49Ti25Zr25,None,ZT,,[0.9],[823.0],0.9,823.0,JMC_data
5557,NbNi50SbSn49Ti25Zr24,None,ZT,,[1.17],[823.0],1.17,823.0,JMC_data
5558,Hf125Ni500SbSn499Ti250Zr125,None,ZT,,[1.5],[690.0],1.5,690.0,JMC_data
5559,Co16Rh4Sb60Tl,Co16Sb48Tl,ZT,,[0.58],[600.0],0.58,600.0,JMC_data
5560,Co16Rh4Sb60Tl,Co16Sb48Tl,ZT,,[0.58],[600.0],0.58,600.0,JMC_data
5561,Co16Rh4Sb60Tl,Co16Sb48Tl,ZT,,[0.58],[600.0],0.58,600.0,JMC_data
5562,SeSn,SeSn,ZT,,[2.6],[923.0],2.6,923.0,JMC_data
5563,GeSi,GeSi,ZT,,[0.65],[873.0],0.65,873.0,JMC_data
5564,BiSbTe,None,ZT,,[2.0],"[370.0, 520.0]",2.0,445.0,JMC_data
5565,Ag3Se100Sn97,SeSn,ZT,,[0.95],[793.0],0.95,793.0,JMC_data
5566,Hf30Ni50Sb49SnZr20,None,ZT,,[1.0],[1000.0],1.0,1000.0,JMC_data
5567,Ca3Co4O9,Ca3Co4O9,ZT,,[0.61],[1118.0],0.61,1118.0,JMC_data
5568,Mg10Si2Sn3,Mg6SiSn2,ZT,,[1.1],[800.0],1.1,800.0,JMC_data
5569,SnTe,SnTe,ZT,,[0.63],[786.0],0.63,786.0,JMC_data
5570,SnTe,SnTe,ZT,,[0.63],[786.0],0.63,786.0,JMC_data
5571,SnTe,SnTe,ZT,,[0.63],[786.0],0.63,786.0,JMC_data
5572,SnTe,SnTe,ZT,,[0.63],[786.0],0.63,786.0,JMC_data
5573,Bi2Te3,Bi2Te3,ZT,,[0.59],[373.0],0.59,373.0,JMC_data
5574,Bi2Te3,Bi2Te3,ZT,,[1.0],[295],1.0,295.0,JMC_data
5575,Bi2Te3,Bi2Te3,ZT,,[0.59],[373.0],0.59,373.0,JMC_data
5576,Bi20Se3Te27,Bi2Te3,ZT,,[0.66],[417.0],0.66,417.0,JMC_data
5577,SbSi,None,ZT,,[1.01],[300.0],1.01,300.0,JMC_data
5578,BiSi,None,ZT,,[0.99],[300.0],0.99,300.0,JMC_data
5579,SbSi,None,ZT,,[1.01],[300.0],1.01,300.0,JMC_data
5580,SbSi,None,ZT,,[1.01],[295],1.01,295.0,JMC_data
5581,Zn,Zn,ZT,,[0.4],[295],0.4,295.0,JMC_data
5582,Bi2O2Se,Bi2O2Se,ZT,,[0.2],[800.0],0.2,800.0,JMC_data
5583,Cu31In50Te90,AgCu3In4Te8,ZT,,[1.0],[830.0],1.0,830.0,JMC_data
5584,Se2Sn,Se2Sn,ZT,,[0.15],[610.0],0.15,610.0,JMC_data
5585,HMS,None,ZT,,[0.6],[723.0],0.6000000000000001,723.0,JMC_data
5586,MnSi,MnSi,ZT,,[0.62],[800.0],0.62,800.0,JMC_data
5587,MnSi,MnSi,ZT,,[0.5],[843.0],0.5,843.0,JMC_data
5588,RS2,S,ZT,,[0.45],[823.0],0.45,823.0,JMC_data
5589,RS2,S,ZT,,[0.57],[823.0],0.5700000000000001,823.0,JMC_data
5590,BaMgSi,BaMgSi,ZT,,[2.96],[800.0],2.96,800.0,JMC_data
5591,BaMgSi,BaMgSi,ZT,,[2.96],[800.0],2.96,800.0,JMC_data
5592,BaMgSi,BaMgSi,ZT,,[2.96],[800.0],2.96,800.0,JMC_data
5593,BaMgSi,BaMgSi,ZT,,[1.68],[1000.0],1.6800000000000002,1000.0,JMC_data
5594,BaMgSi,BaMgSi,ZT,,[2.96],[800.0],2.96,800.0,JMC_data
5595,BaMgSi,BaMgSi,ZT,,[2.96],[800.0],2.96,800.0,JMC_data
5596,Bi2Te3,Bi2Te3,ZT,,[1.8],[773.0],1.8,773.0,JMC_data
5597,GeTe,GeTe,ZT,,[1.85],[725.0],1.85,725.0,JMC_data
5598,Bi,Bi,ZT,,[1.3],[708.0],1.3,708.0,JMC_data
5599,GeTe,GeTe,ZT,,[0.8],[720.0],0.8,720.0,JMC_data
5600,Ge19MnTe20,GeTe,ZT,,[1.3],[773.0],1.3,773.0,JMC_data
5601,GeTe,GeTe,ZT,,[1.3],[725.0],1.3,725.0,JMC_data
5602,Pb,Pb,ZT,,[1.5],[670.0],1.5,670.0,JMC_data
5603,GeTe,GeTe,ZT,,[1.4],[732.0],1.4,732.0,JMC_data
5604,Ge3PbSe2Te2,None,ZT,,[1.6],[673.0],1.6,673.0,JMC_data
5605,LiSbTe2,LiSbTe2,ZT,,[1.0],[723.0],1.0,723.0,JMC_data
5606,Ge87Pb13Te100,GeTe,ZT,,[2.0],[723.0],2.0,723.0,JMC_data
5607,Ge9SbTe10,GeTe,ZT,,[1.85],[725.0],1.85,725.0,JMC_data
5608,NdO30Sr9Ti10,O3SrTi,ZT,,[0.28],[873.0],0.28,873.0,JMC_data
5609,NdO30Sr9Ti10,O3SrTi,ZT,,[0.28],[873.0],0.28,873.0,JMC_data
5610,NdO30Sr9Ti10,O3SrTi,ZT,,[0.28],[873.0],0.28,873.0,JMC_data
5611,Bi3Sb17Te30,BiSb3Te6,ZT,,[1.18],"[300.0, 480.0]",1.18,390.0,JMC_data
5612,Bi7Sb33Te60,BiSb3Te6,ZT,,[1.1],[395.0],1.1,395.0,JMC_data
5613,Bi7Sb33Te60,BiSb3Te6,ZT,,[1.1],[395.0],1.1,395.0,JMC_data
5614,Cu39Se20,Cu2Se,ZT,,[0.46],[750.0],0.46,750.0,JMC_data
5615,Cu2Se,Cu2Se,ZT,,"[1.5, 1.8]",[1000.0],1.65,1000.0,JMC_data
5616,Cu2Se,Cu2Se,ZT,,[2.3],[410.0],2.3,410.0,JMC_data
5617,Cu39Se20,Cu2Se,ZT,,[0.46],[750.0],0.46,750.0,JMC_data
5618,Cu99Se50,Cu2Se,ZT,,[0.66],[750.0],0.66,750.0,JMC_data
5619,Cu,Cu,ZT,,[2.0],[500.0],2.0,500.0,JMC_data
5620,Cu39Se20,Cu2Se,ZT,,[0.46],[750.0],0.46,750.0,JMC_data
5621,GeSb100Te150,Sb2Te3,ZT,,[0.84],[492.0],0.84,492.0,JMC_data
5622,Sb2Te3,Sb2Te3,ZT,,[0.74],[492.0],0.74,492.0,JMC_data
5623,GeSb100Te150,Sb2Te3,ZT,,[0.84],[492.0],0.84,492.0,JMC_data
5624,Mg3Sb2,Mg3Sb2,ZT,,[0.55],[600.0],0.55,600.0,JMC_data
5625,Sb2Te3,Sb2Te3,ZT,,[0.4],[150.0],0.4,150.0,JMC_data
5626,Sb2Te3,Sb2Te3,ZT,,[0.4],[300.0],0.4,300.0,JMC_data
5627,SeSn,SeSn,ZT,,[2.6],[923.0],2.6,923.0,JMC_data
5628,Mn11Si19,Mn11Si19,ZT,,[0.43],[823.0],0.43,823.0,JMC_data
5629,Mn4Si7,Mn4Si7,ZT,,[0.42],[723.0],0.42,723.0,JMC_data
5630,Mn27Si47,Mn15Si26,ZT,,[0.41],[850.0],0.41,850.0,JMC_data
5631,Bi2Te3,Bi2Te3,ZT,,[1.0],[295],1.0,295.0,JMC_data
5632,Al3Yb,Al3Yb,ZT,,[0.4],[295],0.4,295.0,JMC_data
5633,Bi2Sb8Te15,BiSb3Te6,ZT,,[0.979],[343.0],0.979,343.0,JMC_data
5634,Bi2Sb8Te15,BiSb3Te6,ZT,,[0.979],[343.0],0.979,343.0,JMC_data
5635,Bi2Sb8Te15,BiSb3Te6,ZT,,[0.979],[343.0],0.979,343.0,JMC_data
5636,Cu18S3Se7,None,ZT,,[0.78],[773.0],0.78,773.0,JMC_data
5637,Cu9S5,Cu9S5,ZT,,[0.54],[773.0],0.54,773.0,JMC_data
5638,Cu9Se5,Cu9Se5,ZT,,[0.4],[773.0],0.4,773.0,JMC_data
5639,Cu9Se5,Cu9Se5,ZT,,[0.78],[773.0],0.78,773.0,JMC_data
5640,Cu18S3Se7,None,ZT,,[0.78],[773.0],0.78,773.0,JMC_data
5641,Cu9S5,Cu9S5,ZT,,[0.54],[773.0],0.54,773.0,JMC_data
5642,Cu9Se5,Cu9Se5,ZT,,[0.4],[773.0],0.4,773.0,JMC_data
5643,Cu18S3Se7,None,ZT,,[0.78],[773.0],0.78,773.0,JMC_data
5644,Cu9S5,Cu9S5,ZT,,[0.54],[773.0],0.54,773.0,JMC_data
5645,Cu9Se5,Cu9Se5,ZT,,[0.4],[773.0],0.4,773.0,JMC_data
5646,Cu18S3Se7,None,ZT,,[0.78],[773.0],0.78,773.0,JMC_data
5647,Cu9S5,Cu9S5,ZT,,[0.54],[773.0],0.54,773.0,JMC_data
5648,Cu9Se5,Cu9Se5,ZT,,[0.4],[773.0],0.4,773.0,JMC_data
5649,Cu99In100Se205,CuInSe2,ZT,,[0.31],[773.0],0.31,773.0,JMC_data
5650,CuInSe2,CuInSe2,ZT,,[0.016],[560.0],0.016,560.0,JMC_data
5651,Cu99In100Se205,CuInSe2,ZT,,[0.31],[773.0],0.31,773.0,JMC_data
5652,Cu99In100Se205,CuInSe2,ZT,,[0.31],[773.0],0.31,773.0,JMC_data
5653,Cu99In100Se205,CuInSe2,ZT,,[0.31],[773.0],0.31,773.0,JMC_data
5654,BiTe,BiTe,ZT,,[2.4],[1273.0],2.4,1273.0,JMC_data
5655,Ba4Cu3Ge12Si8,None,ZT,,[0.42],[673.0],0.42,673.0,JMC_data
5656,Ba4Ga8Ge15,None,ZT,,[1.35],[900.0],1.35,900.0,JMC_data
5657,Ba4Cu3Ge12Si8,None,ZT,,[0.42],[673.0],0.42,673.0,JMC_data
5658,Ba4Cu3Ge12Si8,None,ZT,,[0.42],[673.0],0.42,673.0,JMC_data
5659,Ba8Co400La5Sb1200Yb4,CoSb3,ZT,,[1.7],[835.0],1.7000000000000002,835.0,JMC_data
5660,Hf75Ni100SbSn99Zr25,None,ZT,,[1.0],[835.0],1.0,835.0,JMC_data
5661,S2Ti,S2Ti,ZT,,[0.3],[573.0],0.30000000000000004,573.0,JMC_data
5662,S2Ti,S2Ti,ZT,,[0.3],[573.0],0.30000000000000004,573.0,JMC_data
5663,S2Ti,S2Ti,ZT,,[0.04],[573.0],0.04,573.0,JMC_data
5664,S2Ti,S2Ti,ZT,,[0.3],[573.0],0.30000000000000004,573.0,JMC_data
5665,Cu2Mo3S4,None,ZT,,[0.4],[950.0],0.4,950.0,JMC_data
5666,Bi2Se3,Bi2Se3,ZT,,[1.0],[295],1.0,295.0,JMC_data
5667,Bi2Te3,Bi2Te3,ZT,,[1.0],[300.0],1.0,300.0,JMC_data
5668,Bi19Sb,Bi,ZT,,[0.7],[100.0],0.7000000000000001,100.0,JMC_data
5669,Bi43Sb7,None,ZT,,[0.15],[100.0],0.15,100.0,JMC_data
5670,La,La,ZT,,[0.41],[973.0],0.41,973.0,JMC_data
5671,Bi2Co2OxSr2,None,ZT,,[1.1],[973.0],1.1,973.0,JMC_data
5672,In2O8Zn5,In2O7Zn4,ZT,,[0.33],[1073.0],0.33,1073.0,JMC_data
5673,In2O8Zn5,In2O7Zn4,ZT,,[0.33],[1073.0],0.33,1073.0,JMC_data
5674,Bi2Te3,Bi2Te3,ZT,,[0.58],[295],0.58,295.0,JMC_data
5675,Bi2Te3,Bi2Te3,ZT,,[0.89],[295],0.89,295.0,JMC_data
5676,AgCuSe,AgCuSe,ZT,,[0.6],[300.0],0.6000000000000001,300.0,JMC_data
5677,Ag2Se,Ag2Se,ZT,,"[0.6, 1.05]",[300.0],0.8250000000000001,300.0,JMC_data
5678,Bi2Te3,Bi2Te3,ZT,,[2.4],[300.0],2.4,300.0,JMC_data
5679,Ca3Co4O9,Ca3Co4O9,ZT,,[0.87],[973.0],0.87,973.0,JMC_data
5680,Ca3Co4O9,Ca3Co4O9,ZT,,[0.9],[973.0],0.9,973.0,JMC_data
5681,Ca3Co4O9,Ca3Co4O9,ZT,,[0.35],[1000.0],0.35000000000000003,1000.0,JMC_data
5682,Ca3Co4O9,Ca3Co4O9,ZT,,[0.4],[1000.0],0.4,1000.0,JMC_data
5683,Ca3Co4O9,Ca3Co4O9,ZT,,[0.61],[1118.0],0.61,1118.0,JMC_data
5684,O3SrTi,O3SrTi,ZT,,[0.27],[1073.0],0.27,1073.0,JMC_data
5685,O3SrTi,O3SrTi,ZT,,[0.1],[295],0.1,295.0,JMC_data
5686,O3SrTi,O3SrTi,ZT,,[0.33],[900.0],0.33,900.0,JMC_data
5687,O60Pr3Sr17Ti20,LaO30Sr9Ti10,ZT,,[0.35],[773.0],0.35000000000000003,773.0,JMC_data
5688,OZn,OZn,ZT,,[0.3],[1273.0],0.30000000000000004,1273.0,JMC_data
5689,OZn,OZn,ZT,,[0.09],[973.0],0.09,973.0,JMC_data
5690,OZn,OZn,ZT,,[0.2],[600.0],0.2,600.0,JMC_data
5691,OZn,OZn,ZT,,[0.1],[295],0.1,295.0,JMC_data
5692,OZn,OZn,ZT,,[0.44],[1000.0],0.44,1000.0,JMC_data
5693,CaMnO3,CaMnO3,ZT,,[0.16],[1000.0],0.16,1000.0,JMC_data
5694,CaMnO3,CaMnO3,ZT,,[0.25],[973.0],0.25,973.0,JMC_data
5695,SSn,SSn,ZT,,[2.21],[750.0],2.21,750.0,JMC_data
5696,S91Se9Sn100,SSn,ZT,,[1.6],[873.0],1.6,873.0,JMC_data
5697,Ag,Ag,ZT,,[0.5],[873.0],0.5,873.0,JMC_data
5698,SSn,SSn,ZT,,[0.57],[873.0],0.5700000000000001,873.0,JMC_data
5699,Sb2Te3,Sb2Te3,ZT,,[2.4],[295],2.4,295.0,JMC_data
5700,PbSeTe,None,ZT,,[2.0],[295],2.0,295.0,JMC_data
5701,Co260Fe140Sb1200Yb47,CoFeSb4,ZT,,[0.8],[750.0],0.8,750.0,JMC_data
5702,Co260Fe140Sb1200Yb47,CoFeSb4,ZT,,[0.8],[750.0],0.8,750.0,JMC_data
5703,AlO50Zn49,OZn,ZT,,[0.2],[1073.0],0.2,1073.0,JMC_data
5704,SeSn,SeSn,ZT,,[2.62],[923.0],2.62,923.0,JMC_data
5705,SeSn,SeSn,ZT,,[1.1],[773.0],1.1,773.0,JMC_data
5706,Na3Se200Sn197,SeSn,ZT,,[0.8],[773.0],0.8,773.0,JMC_data
5707,CNTs,None,ZT,,[0.96],[600.0],0.96,600.0,JMC_data
5708,CNTs,None,ZT,,[0.96],[773.0],0.96,773.0,JMC_data
5709,Ge5Pb13Sn2Te20,GePb3Te4,ZT,,[0.6],[650.0],0.6000000000000001,650.0,JMC_data
5710,PbTe,PbTe,ZT,,[0.8],[723.0],0.8,723.0,JMC_data
5711,Ge2PbSnTe4,None,ZT,,[1.2],[720.0],1.2,720.0,JMC_data
5712,AlGaO50Zn48,OZn,ZT,,[0.65],[1273.0],0.65,1273.0,JMC_data
5713,Al2O3,Al2O3,ZT,,[0.004],[973.0],0.004,973.0,JMC_data
5714,Bi23Cu25Er2O25Se25,BiCuOSe,ZT,,[0.99],[873.0],0.99,873.0,JMC_data
5715,Bi23Cu25Er2O25Se25,BiCuOSe,ZT,,[0.83],[873.0],0.8300000000000001,873.0,JMC_data
5716,Bi23Cu25Er2O25Se25,BiCuOSe,ZT,,[0.99],[873.0],0.99,873.0,JMC_data
5717,Co2NaO4,Co2NaO4,ZT,,[1.0],"[900.0, 1000.0]",1.0,950.0,JMC_data
5718,Cu2Se,Cu2Se,ZT,,[1.5],[1000.0],1.5,1000.0,JMC_data
5719,Cu49Se25,Cu2Se,ZT,,[0.033],[260.0],0.033,260.0,JMC_data
5720,Bi15Mg1080Si194Sn291,Mg6SiSn2,ZT,,[1.4],[800.0],1.4,800.0,JMC_data
5721,Bi15Mg1080Si194Sn291,Mg6SiSn2,ZT,,[1.4],[800.0],1.4,800.0,JMC_data
5722,Bi49Mg320Sb150Te,Mg2Sb,ZT,,[1.5],[716.0],1.5,716.0,JMC_data
5723,FP,None,ZT,,[1e-05],[400.0],1e-05,400.0,JMC_data
5724,FeS2,FeS2,ZT,,[1e-06],[600.0],1e-06,600.0,JMC_data
5725,Bi2S3,Bi2S3,ZT,,[0.21],[900.0],0.21,900.0,JMC_data
5726,Bi2S3,Bi2S3,ZT,,[0.21],[900.0],0.21,900.0,JMC_data
5727,Co100In3Sb296Yb5,Co20InSb60,ZT,,[1.48],[800.0],1.48,800.0,JMC_data
5728,Co100In3Sb296Yb5,Co20InSb60,ZT,,[1.48],[800.0],1.48,800.0,JMC_data
5729,Co100In3Sb296Yb5,Co20InSb60,ZT,,[1.48],[800.0],1.48,800.0,JMC_data
5730,Co100In3Sb296Yb5,Co20InSb60,ZT,,[1.48],[800.0],1.48,800.0,JMC_data
5731,Ce91Co59Fe340Sb1214,CeFe4Sb12,ZT,,[1.15],[750.0],1.15,750.0,JMC_data
5732,Co100In3Sb296Yb5,Co20InSb60,ZT,,[1.48],[800.0],1.48,800.0,JMC_data
5733,BiSn2,None,ZT,,[2.45],[300.0],2.45,300.0,JMC_data
5734,Bi200Se21Te279,Bi2Te3,ZT,,[1.2],[357.0],1.2,357.0,JMC_data
5735,Bi12Sb38Te75,BiSb3Te6,ZT,,[1.4],[475.0],1.4,475.0,JMC_data
5736,Bi200Se21Te279,Bi2Te3,ZT,,[1.2],[357.0],1.2,357.0,JMC_data
5737,Bi12Sb38Te75,BiSb3Te6,ZT,,[1.4],[475.0],1.4,475.0,JMC_data
5738,BiLaOPbS3,None,ZT,,[2.45],[295],2.45,295.0,JMC_data
5739,Co20Sb56SeTe3,CoSb3,ZT,,[1.29],[780.0],1.29,780.0,JMC_data
5740,Co10Sb29Se,CoSb3,ZT,,[0.42],[640.0],0.42,640.0,JMC_data
5741,Co20Sb56SeTe3,CoSb3,ZT,,[1.29],[780.0],1.29,780.0,JMC_data
5742,Co20Sb56SeTe3,CoSb3,ZT,,[1.29],[780.0],1.29,780.0,JMC_data
5743,Bi,Bi,ZT,,[0.7],[773.0],0.7000000000000001,773.0,JMC_data
5744,Bi23Ge300Mg2000Si677,GeMg4Si,ZT,,[0.7],[773.0],0.7000000000000001,773.0,JMC_data
5745,Bi23Ge300Mg2000Si677,GeMg4Si,ZT,,[0.3],[773.0],0.30000000000000004,773.0,JMC_data
5746,Bi23Ge300Mg2000Si677,GeMg4Si,ZT,,[0.71],[773.0],0.71,773.0,JMC_data
5747,PbS,PbS,ZT,,[1.1],[923.0],1.1,923.0,JMC_data
5748,CoLaO3,CoLaO3,ZT,,[0.01],[295],0.01,295.0,JMC_data
5749,Bi18Se3Te27Y2,Bi2Te3,ZT,,[1.21],[413.0],1.21,413.0,JMC_data
5750,Ag10S2Se3,None,ZT,,[1.08],[350.0],1.08,350.0,JMC_data
5751,LiSbZn,LiSbZn,ZT,,[2.0],[600.0],2.0,600.0,JMC_data
5752,EuSb2Zn2,EuSb2Zn2,ZT,,[0.92],[700.0],0.92,700.0,JMC_data
5753,Cd2EuSb2,Cd2EuSb2,ZT,,[0.66],[616.0],0.66,616.0,JMC_data
5754,CdEu5Sb10Zn9,EuSb2Zn2,ZT,,[1.06],[650.0],1.06,650.0,JMC_data
5755,CdEu5Sb10Zn9,EuSb2Zn2,ZT,,[1.06],[650.0],1.06,650.0,JMC_data
5756,Bi2Te3,Bi2Te3,ZT,,"[1.3, 1.7]",[295],1.5,295.0,JMC_data
5757,AgMgSb,AgMgSb,ZT,,[0.8],[300.0],0.8,300.0,JMC_data
5758,Ag2Se,Ag2Se,ZT,,"[0.3, 0.96]","[300.0, 400.0]",0.63,350.0,JMC_data
5759,Ag2Se,Ag2Se,ZT,,[0.7],[300.0],0.7000000000000001,300.0,JMC_data
5760,Ag79Se41,Ag2Se,ZT,,[0.6],[295],0.6000000000000001,295.0,JMC_data
5761,Ag100Se53,Ag2Se,ZT,,[0.84],[295],0.84,295.0,JMC_data
5762,Ag2Se,Ag2Se,ZT,,[0.6],[295],0.6000000000000001,295.0,JMC_data
5763,S91Se9Sn100,SSn,ZT,,[1.0],"[300.0, 375.0]",1.0,337.5,JMC_data
5764,Ag2Se,Ag2Se,ZT,,[1.0],[295],1.0,295.0,JMC_data
5765,InSb,InSb,ZT,,[0.4],[773.0],0.4,773.0,JMC_data
5766,InSb,InSb,ZT,,[0.49],[700.0],0.49,700.0,JMC_data
5767,In25Sb26,InSb,ZT,,[1.28],[773.0],1.28,773.0,JMC_data
5768,Bi2Te3,Bi2Te3,ZT,,[1.0],[400.0],1.0,400.0,JMC_data
5769,AgS20Ti10,AgS12Ti6,ZT,,[0.46],[700.0],0.46,700.0,JMC_data
5770,S2Ti,S2Ti,ZT,,[0.28],[373.0],0.28,373.0,JMC_data
5771,DEOPT,None,ZT,,[0.1],[295],0.1,295.0,JMC_data
5772,DEOPT,None,ZT,,[0.007],[295],0.006999999999999999,295.0,JMC_data
5773,AlInN,None,ZT,,[0.532],[295],0.532,295.0,JMC_data
5774,PbTe,PbTe,ZT,,[1.6],[295],1.6,295.0,JMC_data
5775,SbTix,None,ZT,,[1.1],[1100.0],1.1,1100.0,JMC_data
5776,Zr,Zr,ZT,,[0.5],[700.0],0.5,700.0,JMC_data
5777,Al52Re47Si48,AlReSi,ZT,,[0.19],[973.0],0.19,973.0,JMC_data
5778,Ag100Cu1900Ga3Ge997Se3000,Cu2GeSe3,ZT,,[0.58],"[320.0, 786.0]",0.58,553.0,JMC_data
5779,OZn,OZn,ZT,,[0.5],[1000.0],0.5,1000.0,JMC_data
5780,Bi2Te3,Bi2Te3,ZT,,[1.65],[295],1.65,295.0,JMC_data
5781,Bi2Te3,Bi2Te3,ZT,,[1.65],[290.0],1.65,290.0,JMC_data
