,sorted_formula,host_material,Model,Model_Type,Value,Temperature_Value,Value_Average,Temperature_Average,source
1916,La487Ni1200Sn2400,None,Seebeck,,[-2.75e-06],[80.0],-2.75e-06,80.0,JMC_data
1917,Gd9Ni24Sn49,None,Seebeck,,[-4.4e-06],[80.0],-4.4e-06,80.0,JMC_data
1918,Bi19Cu20O20PbS20,None,Seebeck,,[7e-05],[295],7.000000000000001e-05,295.0,JMC_data
1919,BiCuOS,None,Seebeck,,[0.00043],[295],0.00043,295.0,JMC_data
1920,Mn100Si173,Mn11Si19,Seebeck,,[0.000156],[1150.0],0.000156,1150.0,JMC_data
1921,Ba8Ga15Ge31,None,Seebeck,,[-4.4999999999999996e-05],[295],-4.5e-05,295.0,JMC_data
1922,B77O10,B84O11,Seebeck,,"[0.00045, 0.00019999999999999998]",[500.0],0.000325,500.0,JMC_data
1923,CoCrFeSi,CoCrFeSi,Seebeck,,[1.4999999999999999e-05],[295],1.4999999999999999e-05,295.0,JMC_data
1924,CoCrFeSi,CoCrFeSi,Seebeck,,[1.9999999999999998e-05],[295],2e-05,295.0,JMC_data
1925,CoSb3,CoSb3,Seebeck,,[0.000367],[450.0],0.000367,450.0,JMC_data
1926,Al9Cu10FeO20,AlCuO2,Seebeck,,[0.00041799999999999997],[873.0],0.00041799999999999997,873.0,JMC_data
1927,SbZn,SbZn,Seebeck,,[0.00035999999999999997],[573.0],0.00036,573.0,JMC_data
1928,SbZn,SbZn,Seebeck,,[0.00035999999999999997],[573.0],0.00036,573.0,JMC_data
1929,Fe3O4,Fe3O4,Seebeck,,[-6.5e-05],[300.0],-6.500000000000001e-05,300.0,JMC_data
1930,Fe3O4,Fe3O4,Seebeck,,[0.00013],[480.0],0.00013000000000000002,480.0,JMC_data
1931,Fe3O4,Fe3O4,Seebeck,,[0.00041],[300.0],0.00041000000000000015,300.0,JMC_data
1932,O2Sn,O2Sn,Seebeck,,[-0.0001435],[673.0],-0.00014350000000000002,673.0,JMC_data
1933,S,S,Seebeck,,[-2.96e-05],[295],-2.9600000000000005e-05,295.0,JMC_data
1934,SeSn,SeSn,Seebeck,,[0.00041069999999999995],[623.0],0.0004107,623.0,JMC_data
1935,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.00011999999999999999],[295],0.00012000000000000004,295.0,JMC_data
1936,Cu17S10,Cu7S4,Seebeck,,[9.999999999999999e-06],[295],1e-05,295.0,JMC_data
1937,Bi2Te3,Bi2Te3,Seebeck,,[0.00019999999999999998],[300.0],0.0002,300.0,JMC_data
1938,CuGaTe2,CuGaTe2,Seebeck,,[0.00041],[300.0],0.00041000000000000015,300.0,JMC_data
1939,Bi2Te3,Bi2Te3,Seebeck,,[9.999999999999999e-06],"[100.0, 350.0]",1e-05,225.0,JMC_data
1940,Bi4Te5,Bi8Te9,Seebeck,,[-0.000175],"[100.0, 350.0]",-0.000175,225.0,JMC_data
1941,Bi20Se3Te27,Bi2Te3,Seebeck,,[-0.000195],[295],-0.000195,295.0,JMC_data
1942,CuFeS2,CuFeS2,Seebeck,,[7.999999999999999e-05],[323.0],8e-05,323.0,JMC_data
1943,Cu200Se99Te,Cu2Se,Seebeck,,[0.000312],[720.0],0.000312,720.0,JMC_data
1944,OZn,OZn,Seebeck,,[0.0001415],[343.0],0.0001415,343.0,JMC_data
1945,Co5Nb5Sb4Sn,None,Seebeck,,[0.00019099999999999998],[973.0],0.00019099999999999998,973.0,JMC_data
1946,IPb250Te249,PbTe,Seebeck,,[5.9e-05],[295],5.9e-05,295.0,JMC_data
1947,CuS,CuS,Seebeck,,[1.83e-06],[300.0],1.83e-06,300.0,JMC_data
1948,FeSb2,FeSb2,Seebeck,,[-0.045],[10.0],-0.045,10.0,JMC_data
1949,Bi2Te3,Bi2Te3,Seebeck,,[0.000345],[300.0],0.00034500000000000004,300.0,JMC_data
1950,Cu197Se100,Cu2Se,Seebeck,,[8e-07],[800.0],8e-07,800.0,JMC_data
1951,Sb2Te3,Sb2Te3,Seebeck,,[0.00018999999999999998],[295],0.00019,295.0,JMC_data
1952,Bi2S3,Bi2S3,Seebeck,,[0.000455],[673.0],0.000455,673.0,JMC_data
1953,Bi2S3,Bi2S3,Seebeck,,[0.00015],[773.0],0.00015,773.0,JMC_data
1954,Al7MnPd2,None,Seebeck,,[8.499999999999999e-05],[295],8.499999999999999e-05,295.0,JMC_data
1955,COS,CSO,Seebeck,,[0.000138],[300.0],0.000138,300.0,JMC_data
1956,AlFe2V,AlFe2V,Seebeck,,[-0.00013],[300.0],-0.00013000000000000002,300.0,JMC_data
1957,SbTh,SbTh,Seebeck,,[7.5e-05],[500.0],7.5e-05,500.0,JMC_data
1958,Al10Ce21Nd9,None,Seebeck,,[1.33e-05],[14.0],1.33e-05,14.0,JMC_data
1959,PbTe,PbTe,Seebeck,,[-0.004088],[295],-0.0040880000000000005,295.0,JMC_data
1960,GaNbRu2,GaNbRu2,Seebeck,,[1.9999999999999998e-05],[295],2e-05,295.0,JMC_data
1961,AlRu2V,AlRu2V,Seebeck,,[-1.33e-05],[295],-1.33e-05,295.0,JMC_data
1962,Al3GaRu8V4,None,Seebeck,,[-1.0599999999999998e-05],[295],-1.06e-05,295.0,JMC_data
1963,AlGa3Ru8V4,None,Seebeck,,[-1.82e-05],[295],-1.82e-05,295.0,JMC_data
1964,AlGa3Ru8V4,None,Seebeck,,[1.82e-05],[295],1.82e-05,295.0,JMC_data
1965,GaNbRu2,GaNbRu2,Seebeck,,[1.9999999999999998e-05],[295],2e-05,295.0,JMC_data
1966,Al20Fe39V21,AlFe2V,Seebeck,,[0.00013],[295],0.00013000000000000002,295.0,JMC_data
1967,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
1968,Co100O279Sr90Th10,CoO3Sr,Seebeck,,[-2e-06],[295],-2e-06,295.0,JMC_data
1969,CePd3,CePd3,Seebeck,,[0.00011499999999999999],[125.0],0.00011499999999999999,125.0,JMC_data
1970,NaO3Ta,NaO3Ta,Seebeck,,[-0.0005],[800.0],-0.0005,800.0,JMC_data
1971,Co17Fe3Sb60,CoSb3,Seebeck,,[0.00014877],[550.0],0.00014877,550.0,JMC_data
1972,As12LaOs4,As12LaOs4,Seebeck,,[4e-06],[103.0],4e-06,103.0,JMC_data
1973,BiSbTe,None,Seebeck,,[0.000192],[295],0.000192,295.0,JMC_data
1974,N2SrTi,N2SrTi,Seebeck,,[0.00019999999999999998],[500.0],0.0002,500.0,JMC_data
1975,Bi11MgSr14,Bi3Sr4,Seebeck,,[0.00013],[1073.0],0.00013000000000000002,1073.0,JMC_data
1976,Ca14MgSb11,AlCa14Sb11,Seebeck,,[0.000125],[295],0.000125,295.0,JMC_data
1977,Bi10Se3Te12,None,Seebeck,,[-0.00019099999999999998],[448.0],-0.00019099999999999998,448.0,JMC_data
1978,MgO,MgO,Seebeck,,[3e-07],[295],3e-07,295.0,JMC_data
1979,Ni333Zr667,NiZr2,Seebeck,,[1.95e-06],[295],1.95e-06,295.0,JMC_data
1980,Ni333Zr667,NiZr2,Seebeck,,[1.94e-06],[295],1.94e-06,295.0,JMC_data
1981,Cu199GaTe100,Cu2Te,Seebeck,,[0.000365],[745.0],0.000365,745.0,JMC_data
1982,Cu2Te,Cu2Te,Seebeck,,[4.9999999999999996e-05],[745.0],5e-05,745.0,JMC_data
1983,Cu2Te,Cu2Te,Seebeck,,[4.4999999999999996e-05],[600.0],4.5e-05,600.0,JMC_data
1984,Cu197Ga3Te100,Cu2Te,Seebeck,,[7e-05],[600.0],7.000000000000001e-05,600.0,JMC_data
1985,Cu5FeS4,Cu5FeS4,Seebeck,,[-0.0006],[295],-0.0006000000000000001,295.0,JMC_data
1986,Cu63Fe12S50,Cu5FeS4,Seebeck,,[4.9999999999999996e-05],[295],5e-05,295.0,JMC_data
1987,O3SrTi,O3SrTi,Seebeck,,"[4.9999999999999996e-05, 0.00015]",[373.0],0.0001,373.0,JMC_data
1988,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
1989,Cu40Se23,Cu19Se11,Seebeck,,[0.000245],[623.0],0.000245,623.0,JMC_data
1990,Cu40Se23,Cu19Se11,Seebeck,,[0.000204],[773.0],0.000204,773.0,JMC_data
1991,Cu10Mg2Mn9O20,CuMnO2,Seebeck,,[0.00048499999999999997],[295],0.00048499999999999997,295.0,JMC_data
1992,SnTe,SnTe,Seebeck,,[0.00022999999999999998],[920.0],0.00023,920.0,JMC_data
1993,SnTe,SnTe,Seebeck,,[0.00019999999999999998],[923.0],0.0002,923.0,JMC_data
1994,SnTe,SnTe,Seebeck,,[0.00022999999999999998],[920.0],0.00023,920.0,JMC_data
1995,Bi2S3,Bi2S3,Seebeck,,[-4.2e-05],[295],-4.2e-05,295.0,JMC_data
1996,AINP,None,Seebeck,,[-4.28e-05],[295],-4.28e-05,295.0,JMC_data
1997,BiCuOSe,BiCuOSe,Seebeck,,[0.000425],[923.0],0.000425,923.0,JMC_data
1998,BiCuOSe,BiCuOSe,Seebeck,,[0.000357],[300.0],0.000357,300.0,JMC_data
1999,Bi20CoCu19O20Se20,BiCuOSe,Seebeck,,[0.00046499999999999997],[305.0],0.000465,305.0,JMC_data
2000,Ca33Co100O200,CaCo4O8,Seebeck,,[8.099999999999999e-05],[300.0],8.099999999999999e-05,300.0,JMC_data
2001,Co100O200Sr29,Co6O11Sr,Seebeck,,[7.8e-05],[300.0],7.8e-05,300.0,JMC_data
2002,TeZr,TeZr,Seebeck,,[-2.4e-10],[120.0],-2e-10,120.0,JMC_data
2003,Hf4SeoTe19,None,Seebeck,,[2e-10],[95.0],2e-10,95.0,JMC_data
2004,BDST,None,Seebeck,,[1.4e-06],[293.0],1.4e-06,293.0,JMC_data
2005,Sn24Te25Zn2,SnTe,Seebeck,,[0.000127],[295],0.000127,295.0,JMC_data
2006,Cu3SbSe3,Cu3SbSe3,Seebeck,,[0.00018999999999999998],[550.0],0.00019,550.0,JMC_data
2007,BiSn49Te50,SnTe,Seebeck,,[1.9999999999999998e-05],[295],2e-05,295.0,JMC_data
2008,SbSiTe3,None,Seebeck,,[0.00011999999999999999],[300.0],0.00012000000000000004,300.0,JMC_data
2009,SbSiTe3,None,Seebeck,,[0.0002381],[295],0.0002381,295.0,JMC_data
2010,O3SrTi,O3SrTi,Seebeck,,[-0.000328],[1073.0],-0.000328,1073.0,JMC_data
2011,O3SrTi,O3SrTi,Seebeck,,[-0.000328],[1073.0],-0.000328,1073.0,JMC_data
2012,Cu5FeS4,Cu5FeS4,Seebeck,,[0.000156],[330.0],0.000156,330.0,JMC_data
2013,NaPb24Te25,PbTe,Seebeck,,[7e-05],[300.0],7.000000000000001e-05,300.0,JMC_data
2014,Co50InSb150,CoSb3,Seebeck,,[0.000259],[300.0],0.000259,300.0,JMC_data
2015,BaCu2Te2,BaCu2Te2,Seebeck,,[8.829999999999999e-05],[295],8.829999999999999e-05,295.0,JMC_data
2016,CNSTW,None,Seebeck,,[4.35e-05],[298.0],4.35e-05,298.0,JMC_data
2017,CNSTW,None,Seebeck,,[1.73e-05],[298.0],1.73e-05,298.0,JMC_data
2018,N,N,Seebeck,,[0.2978],[5.0],0.2978,5.0,JMC_data
2019,S2Sn,S2Sn,Seebeck,,[0.0347],[300.0],0.0347,300.0,JMC_data
2020,Co20La19O60Sr,CoLaO3,Seebeck,,[0.0007],[300.0],0.0007,300.0,JMC_data
2021,OZn,OZn,Seebeck,,[-0.000164],[1000.0],-0.000164,1000.0,JMC_data
2022,FeS2,FeS2,Seebeck,,[0.0003],[295],0.00030000000000000003,295.0,JMC_data
2023,FeSc2Si,None,Seebeck,,[-0.00059202],[295],-0.00059202,295.0,JMC_data
2024,FeGeSc2,None,Seebeck,,[-0.00060938],[295],-0.00060938,295.0,JMC_data
2025,FeSc2Si,None,Seebeck,,[-0.00059202],[295],-0.00059202,295.0,JMC_data
2026,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
2027,Ca3Co4O9,Ca3Co4O9,Seebeck,,[9.099999999999999e-05],[295],9.1e-05,295.0,JMC_data
2028,B4C,B4C,Seebeck,,[0.00075],[1073.0],0.00075,1073.0,JMC_data
2029,B4C,B4C,Seebeck,,[0.0007],[1173.0],0.0007,1173.0,JMC_data
2030,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.00011929999999999999],[120.0],0.0001193,120.0,JMC_data
2031,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.00011929999999999999],[300.0],0.0001193,300.0,JMC_data
2032,AlFe2V,AlFe2V,Seebeck,,[40.0],[295],40.0,295.0,JMC_data
2033,SeSn,SeSn,Seebeck,,[0.000479],[298.0],0.000479,298.0,JMC_data
2034,Bi2Te3,Bi2Te3,Seebeck,,[-4.671e-05],[295],-4.671e-05,295.0,JMC_data
2035,Co2NaxO4,None,Seebeck,,[0.0001],[300.0],0.0001,300.0,JMC_data
2036,Ca3Co2O6,Ca3Co2O6,Seebeck,,[0.0005],[295],0.0005,295.0,JMC_data
2037,InSb,InSb,Seebeck,,[9.999999999999999e-05],[295],0.0001,295.0,JMC_data
2038,As10F3Fe10Nd10O7,As4FFe4Nd4O3,Seebeck,,[-0.00014199999999999998],[80.0],-0.00014199999999999998,80.0,JMC_data
2039,Mg2Si,Mg2Si,Seebeck,,[0.00057],[295],0.0005700000000000001,295.0,JMC_data
2040,PbTe,PbTe,Seebeck,,[0.000486],[600.0],0.0004860000000000001,600.0,JMC_data
2041,Co400In9Nd3Sb1216,CoSb3,Seebeck,,[0.00022999999999999998],[660.0],0.00023,660.0,JMC_data
2042,Co50Na37O100,Co4Na3O8,Seebeck,,[6.4e-05],[295],6.4e-05,295.0,JMC_data
2043,CeFe4Sb12,CeFe4Sb12,Seebeck,,[0.00014],[800.0],0.00014,800.0,JMC_data
2044,Cl3Fe,Cl3Fe,Seebeck,,[7.4e-05],[295],7.4e-05,295.0,JMC_data
2045,AlMn2V,AlMn2V,Seebeck,,[2.6399999999999998e-05],[717.0],2.64e-05,717.0,JMC_data
2046,Cu,Cu,Seebeck,,[0.000263],[298.0],0.000263,298.0,JMC_data
2047,AgSbTe2,AgSbTe2,Seebeck,,[0.00073],[680.0],0.0007300000000000001,680.0,JMC_data
2048,GeSe,GeSe,Seebeck,,[0.000177],[295],0.000177,295.0,JMC_data
2049,Te4Tl4Zr,None,Seebeck,,[0.00033],[320.0],0.00033000000000000005,320.0,JMC_data
2050,PbTe,PbTe,Seebeck,,"[0.0001, 0.0002]",[300.0],0.00015,300.0,JMC_data
2051,Cu2Se,Cu2Se,Seebeck,,[0.0003],[973.0],0.00030000000000000003,973.0,JMC_data
2052,Cu2O,Cu2O,Seebeck,,"[0.0009000000000000001, 0.0002]",[295],0.00055,295.0,JMC_data
2053,FeSi2,FeSi2,Seebeck,,[-0.000225],[880.0],-0.000225,880.0,JMC_data
2054,PtS,PtS,Seebeck,,[-1.566e-05],[900.0],-1.566e-05,900.0,JMC_data
2055,Fe2SiTi,Fe2SiTi,Seebeck,,"[0.0003, 0.00015999999999999999]",[295],0.00023,295.0,JMC_data
2056,CrGeTi2,None,Seebeck,,[0.00015222],[105.17],0.00015222,105.17,JMC_data
2057,OZn,OZn,Seebeck,,"[3.7999999999999995e-05, 5.3e-05]",[473.0],4.55e-05,473.0,JMC_data
2058,Fe60Ni20Sb240Yb19,Fe4Sb12Yb,Seebeck,,[0.000157],[295],0.000157,295.0,JMC_data
2059,Co5Fe3Sb24Yb,CoFeSb4,Seebeck,,[6.599999999999999e-05],[295],6.599999999999999e-05,295.0,JMC_data
2060,Ca17Ce5Co253Fe147Sb1200,CoFeSb4,Seebeck,,[7.5e-05],[295],7.5e-05,295.0,JMC_data
2061,Ca98Mn99NbO300Yb2,CaMnO3,Seebeck,,[-0.000117],[1000.0],-0.000117,1000.0,JMC_data
2062,O2Sn,O2Sn,Seebeck,,[0.00046199999999999995],[450.0],0.000462,450.0,JMC_data
2063,MoS2,MoS2,Seebeck,,"[1e-07, 2e-07]",[295],1.5e-07,295.0,JMC_data
2064,Ag,Ag,Seebeck,,[-3.5e-05],[295],-3.5e-05,295.0,JMC_data
2065,O2Te,O2Te,Seebeck,,[0.000285],[295],0.000285,295.0,JMC_data
2066,BIn2Sb38Te60,Sb2Te3,Seebeck,,[0.000138],[323.0],0.000138,323.0,JMC_data
2067,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
2068,CoSb3,CoSb3,Seebeck,,[-8.8e-05],"[323.0, 473.0]",-8.8e-05,398.0,JMC_data
2069,SSi,SSi,Seebeck,,[0.00164],[300.0],0.0016400000000000002,300.0,JMC_data
2070,CeFe4Sb12,CeFe4Sb12,Seebeck,,[7.599999999999999e-05],[295],7.599999999999999e-05,295.0,JMC_data
2071,BaBi7Cu8O8Se8,BiCuOSe,Seebeck,,[8.499999999999999e-05],[300.0],8.499999999999999e-05,300.0,JMC_data
2072,BST,None,Seebeck,,[0.00029499999999999996],[300.0],0.000295,300.0,JMC_data
2073,BST,None,Seebeck,,[0.000194],[300.0],0.000194,300.0,JMC_data
2074,SnTe,SnTe,Seebeck,,[3.9999999999999996e-05],[295],4e-05,295.0,JMC_data
2075,Mn3Sn100Te100,SnTe,Seebeck,,[3.5e-05],[295],3.5e-05,295.0,JMC_data
2076,Mn7Sn100Te100,SnTe,Seebeck,,[4.9999999999999996e-05],[295],5e-05,295.0,JMC_data
2077,SnTe,SnTe,Seebeck,,[0.00013],[820.0],0.00013000000000000002,820.0,JMC_data
2078,Mn7Sn100Te100,SnTe,Seebeck,,[0.000225],[820.0],0.000225,820.0,JMC_data
2079,Mn7Sn100Te100,SnTe,Seebeck,,[0.00027],[920.0],0.00027,920.0,JMC_data
2080,CoSb3,CoSb3,Seebeck,,[0.000215],[295],0.000215,295.0,JMC_data
2081,CoP3,CoP3,Seebeck,,[8.781999999999999e-07],[50.0],8.781999999999998e-07,50.0,JMC_data
2082,CoP3,CoP3,Seebeck,,[4.4e-05],[300.0],4.4e-05,300.0,JMC_data
2083,As3Ir,As3Ir,Seebeck,,[4.46e-05],[50.0],4.46e-05,50.0,JMC_data
2084,As3Rh,As3Rh,Seebeck,,[2.6473e-06],[800.0],2.6473e-06,800.0,JMC_data
2085,PbTe,PbTe,Seebeck,,[0.00034899999999999997],[400.0],0.000349,400.0,JMC_data
2086,PbTe,PbTe,Seebeck,,[0.0003131],[295],0.0003131,295.0,JMC_data
2087,Ge87P3Sb10Te100,GeTe,Seebeck,,[0.000225],[773.0],0.000225,773.0,JMC_data
2088,CS2,CS2,Seebeck,,[-2.35e-05],[295],-2.35e-05,295.0,JMC_data
2089,Bi2Te3,Bi2Te3,Seebeck,,[0.0003],[295],0.00030000000000000003,295.0,JMC_data
2090,BaCu2Se2,BaCu2Se2,Seebeck,,[1.9999999999999998e-05],[20.0],2e-05,20.0,JMC_data
2091,Ba9Cu20NaSe20,BaCu2Se2,Seebeck,,[7.3e-05],[295],7.3e-05,295.0,JMC_data
2092,Ag3NaSe200Sn196,SeSn,Seebeck,,[0.000335],[673.0],0.000335,673.0,JMC_data
2093,FeSb2,FeSb2,Seebeck,,[-8.4e-05],[20.0],-8.4e-05,20.0,JMC_data
2094,Bi2Te3,Bi2Te3,Seebeck,,[-0.00013],[500.0],-0.00013000000000000002,500.0,JMC_data
2095,BiSb3Te6,BiSb3Te6,Seebeck,,[0.000256],[500.0],0.000256,500.0,JMC_data
2096,BiSb3Te6,BiSb3Te6,Seebeck,,[4.9999999999999996e-05],[500.0],5e-05,500.0,JMC_data
2097,NiO,NiO,Seebeck,,[0.000101],[300.0],0.000101,300.0,JMC_data
2098,bismuth,None,Seebeck,,[1e-06],[295],1e-06,295.0,JMC_data
2099,Al8CeFe2,Al8CeFe2,Seebeck,,[1.9999999999999998e-05],[150.0],2e-05,150.0,JMC_data
2100,Sb2Te3,Sb2Te3,Seebeck,,[0.000118],[295],0.000118,295.0,JMC_data
2101,BiLaMn2O6,BiLaMn2O6,Seebeck,,[0.000133],[295],0.000133,295.0,JMC_data
2102,OZn,OZn,Seebeck,,[-5.6e-05],[300.0],-5.600000000000001e-05,300.0,JMC_data
2103,OZn,OZn,Seebeck,,[-6.5e-05],[300.0],-6.500000000000001e-05,300.0,JMC_data
2104,OZn,OZn,Seebeck,,[-5.9999999999999995e-05],[300.0],-6.000000000000002e-05,300.0,JMC_data
2105,OZn,OZn,Seebeck,,[-0.00011399999999999999],[295],-0.00011399999999999999,295.0,JMC_data
2106,OZn,OZn,Seebeck,,[-5.6e-05],[300.0],-5.600000000000001e-05,300.0,JMC_data
2107,OZn,OZn,Seebeck,,[-5.6e-05],[300.0],-5.600000000000001e-05,300.0,JMC_data
2108,Sb2Te3,Sb2Te3,Seebeck,,[9.099999999999999e-05],[300.0],9.1e-05,300.0,JMC_data
2109,BiSb3Te6,BiSb3Te6,Seebeck,,[0.000168],[300.0],0.000168,300.0,JMC_data
2110,BiSb3Te6,BiSb3Te6,Seebeck,,[0.000193],[375.0],0.000193,375.0,JMC_data
2111,Ca3OSi,Ca3OSi,Seebeck,,[8.11305e-05],[200.0],8.11305e-05,200.0,JMC_data
2112,Ca3OSi,Ca3OSi,Seebeck,,[0.0001290845],[800.0],0.0001290845,800.0,JMC_data
2113,S2Sn,S2Sn,Seebeck,,[0.000603],[673.0],0.000603,673.0,JMC_data
2114,CoO2,CoO2,Seebeck,,[5.4999999999999995e-05],[295],5.5e-05,295.0,JMC_data
2115,CoO2,CoO2,Seebeck,,[0.00025],[1000.0],0.00025,1000.0,JMC_data
2116,SSn,SSn,Seebeck,,[0.000285],[323.0],0.000285,323.0,JMC_data
2117,Sb10Zn13,Sb10Zn13,Seebeck,,[0.000183],[600.0],0.000183,600.0,JMC_data
2118,Bi2Te3,Bi2Te3,Seebeck,,[-0.00020899999999999998],[300.0],-0.00020899999999999998,300.0,JMC_data
2119,Sb2Te3,Sb2Te3,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
2120,Bi2Te3,Bi2Te3,Seebeck,,[-7.999999999999999e-05],[300.0],-8e-05,300.0,JMC_data
2121,BiSe,BiSe,Seebeck,,[-5.9999999999999995e-05],[300.0],-6.000000000000002e-05,300.0,JMC_data
2122,SnTe,SnTe,Seebeck,,[7.999999999999999e-05],[295],8e-05,295.0,JMC_data
2123,Bi2PbTe4,Bi2PbTe4,Seebeck,,[-0.000102],[295],-0.000102,295.0,JMC_data
2124,Ba2Sb2Se5,Ba4Sb4Se11,Seebeck,,[-0.00062],[300.0],-0.00062,300.0,JMC_data
2125,SSn,SSn,Seebeck,,[0.000554],[295],0.000554,295.0,JMC_data
2126,SSn,SSn,Seebeck,,[-0.000185],[295],-0.000185,295.0,JMC_data
2127,Bi2Te3,Bi2Te3,Seebeck,,[-0.000135],[295],-0.000135,295.0,JMC_data
2128,GeSe,GeSe,Seebeck,,[-0.00025],[923.0],-0.00025,923.0,JMC_data
2129,Pb995Sb4Se1000,PbSe,Seebeck,,[-0.00019999999999999998],[923.0],-0.0002,923.0,JMC_data
2130,Bi25Sb85Te156,BiSb3Te6,Seebeck,,[0.000195],[295],0.000195,295.0,JMC_data
2131,Bi5Sb17Te30,BiSb3Te6,Seebeck,,[0.00010999999999999999],[295],0.00011,295.0,JMC_data
2132,Bi2Se3,Bi2Se3,Seebeck,,[0.00012299999999999998],[350.0],0.00012299999999999998,350.0,JMC_data
2133,Ge2PSi2,None,Seebeck,,[-0.00039124],[1023.0],-0.00039124,1023.0,JMC_data
2134,GeP2Si,None,Seebeck,,[-0.00034388999999999996],[1023.0],-0.00034389,1023.0,JMC_data
2135,Co4FeSb5Zr5,None,Seebeck,,[0.000139],[900.0],0.000139,900.0,JMC_data
2136,Bi2Te3,Bi2Te3,Seebeck,,[-0.0001456],[300.0],-0.0001456,300.0,JMC_data
2137,AgCuSe,AgCuSe,Seebeck,,[-9.6e-05],[300.0],-9.6e-05,300.0,JMC_data
2138,AlCoCrFe,None,Seebeck,,[-4.6e-05],[295],-4.6e-05,295.0,JMC_data
2139,O7Ti4,O7Ti4,Seebeck,,[-3.3799999999999995e-05],[295],-3.3799999999999995e-05,295.0,JMC_data
2140,O17Ti9,O17Ti9,Seebeck,,[-0.00016199999999999998],[295],-0.00016199999999999998,295.0,JMC_data
2141,O17Ti9,O17Ti9,Seebeck,,[0.00015],[295],0.00015,295.0,JMC_data
2142,Cu200SbSe300Sn99,Cu2Se3Sn,Seebeck,,[0.00029499999999999996],[610.0],0.000295,610.0,JMC_data
2143,SbZn,SbZn,Seebeck,,"[0.00019999999999999998, 0.00039999999999999996]",[295],0.00030000000000000003,295.0,JMC_data
2144,Sb3Zn4,Sb10Zn13,Seebeck,,[9.999999999999999e-05],[295],0.0001,295.0,JMC_data
2145,Bi2Te3,Bi2Te3,Seebeck,,[-0.000175],[290.0],-0.000175,290.0,JMC_data
2146,Bi2Te3,Bi2Te3,Seebeck,,[-0.000175],[290.0],-0.000175,290.0,JMC_data
2147,Bi4Te5,Bi8Te9,Seebeck,,[-2.9999999999999997e-05],[290.0],-3.000000000000001e-05,290.0,JMC_data
2148,Bi2Te3,Bi2Te3,Seebeck,,[-0.00021999999999999998],[310.0],-0.00022,310.0,JMC_data
2149,Cu9S5,Cu9S5,Seebeck,,[9.6e-05],"[323.0, 773.0]",9.6e-05,548.0,JMC_data
2150,CSi,CSi,Seebeck,,[0.000111],[773.0],0.000111,773.0,JMC_data
2151,CSi,CSi,Seebeck,,[0.000117],[773.0],0.000117,773.0,JMC_data
2152,Fe2O3,Fe2O3,Seebeck,,[0.00165],"[270.0, 290.0]",0.0016500000000000002,280.0,JMC_data
2153,CoSb3,CoSb3,Seebeck,,[0.000155],[660.0],0.000155,660.0,JMC_data
2154,CoSb3,CoSb3,Seebeck,,[0.000155],[660.0],0.000155,660.0,JMC_data
2155,Bi29K5Pb14Se60,Bi2PbSe4,Seebeck,,[-0.00025],[295],-0.00025,295.0,JMC_data
2156,CrSi2,CrSi2,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
2157,Bi5La5Mn10O31,BiLaMn2O6,Seebeck,,[0.000133],[300.0],0.000133,300.0,JMC_data
2158,BiLaMn4,None,Seebeck,,[8.099999999999999e-05],[295],8.099999999999999e-05,295.0,JMC_data
2159,CoCu2O2Sr2Te2,None,Seebeck,,[10.0],[295],10.0,295.0,JMC_data
2160,SnTe,SnTe,Seebeck,,[2.3e-05],[295],2.3e-05,295.0,JMC_data
2161,SnTe,SnTe,Seebeck,,[9.499999999999999e-05],[823.0],9.499999999999999e-05,823.0,JMC_data
2162,OZn,OZn,Seebeck,,[0.00019999999999999998],[1273.0],0.0002,1273.0,JMC_data
2163,CaMnO3,CaMnO3,Seebeck,,[-9.999999999999999e-05],[300.0],-0.0001,300.0,JMC_data
