,sorted_formula,Model,Model_Type,Value,Temperature_Value,Value_Average,Temperature_Average,source
0,HO,Conductivity,,[10.0],[295],10.0,295.0,JMC_data
1,Co20Sb20Sc3Ti17,Conductivity,,[31545.74132492114],[380.0],31545.7413249211,380.0,JMC_data
2,NiO,Conductivity,,[0.09871668311944717],[295],0.09871668310000001,295.0,JMC_data
3,Fe,Conductivity,,[13.333333333333334],[400.0],13.333333333299999,400.0,JMC_data
4,Ti,Conductivity,,[1818181.8181818181],[295],1818181.8181818181,295.0,JMC_data
5,Mg59Sb50Zn16,Conductivity,,[462.96296296296293],[290.0],462.96296296300005,290.0,JMC_data
6,Mg3Sb2,Conductivity,,[30.3030303030303],[290.0],30.303030303000003,290.0,JMC_data
7,Mg59Sb50Zn16,Conductivity,,[66666.66666666667],[290.0],66666.6666666667,290.0,JMC_data
8,AlN,Conductivity,,[2.1786492374727668e-06],[298.0],2.1786e-06,298.0,JMC_data
9,Co2NaO4,Conductivity,,[500000.0],[300.0],500000.0,300.0,JMC_data
10,CoO3Y,Conductivity,,[0.0001529051987767584],[190.0],0.00015290520000000001,190.0,JMC_data
11,Ca2Co2O5,Conductivity,,[99999.99999999999],[983.0],100000.0,983.0,JMC_data
12,As2Os,Conductivity,,[161.29032258064515],[295],161.2903225806,295.0,JMC_data
13,OsP2,Conductivity,,[111.1111111111111],[295],111.1111111111,295.0,JMC_data
14,ENiRSb,Conductivity,,"[250000.0, 16666.666666666668]","[300.0, 1000.0]",133333.3333333333,650.0,JMC_data
15,S3Sb2,Conductivity,,[3.341129301703976],[593.0],3.3411293017,593.0,JMC_data
16,CSi,Conductivity,,[100.0],[353.0],100.0,353.0,JMC_data
17,O2Sn,Conductivity,,[1000.0],[295],1000.0,295.0,JMC_data
18,Ag2Se,Conductivity,,[111111.11111111111],[404.0],111111.1111111111,404.0,JMC_data
19,Cu3SbSe4,Conductivity,,[1250.0],[295],1250.0,295.0,JMC_data
20,Cu150Sb49Se200Sn,Conductivity,,[64516.12903225806],[295],64516.1290322581,295.0,JMC_data
21,OZn,Conductivity,,[54.34782608695652],[723.0],54.347826087,723.0,JMC_data
22,BiSb3Te6,Conductivity,,[207039.3374741201],[295],207039.3374741201,295.0,JMC_data
23,FeSb2Te,Conductivity,,[33.333333333333336],[298.0],33.3333333333,298.0,JMC_data
24,BLNS,Conductivity,,"[11.76470588235294, 10.952902519167578]",[723.0],11.3588042008,723.0,JMC_data
25,CdCr2S4,Conductivity,,[0.0006944444444444445],[350.0],0.0006944444,350.0,JMC_data
26,CdCr2S4,Conductivity,,[0.0006944444444444445],[350.0],0.0006944444,350.0,JMC_data
27,Cu2GeSe4Zn,Conductivity,,[49999.99999999999],[295],50000.0,295.0,JMC_data
28,CoO2Pd,Conductivity,,[21321961.620469082],[295],21321961.62046908,295.0,JMC_data
29,AgFeO2,Conductivity,,[5e-07],[295],5e-07,295.0,JMC_data
30,Al4C5Zr2,Conductivity,,[952380.9523809524],[295],952380.9523809523,295.0,JMC_data
31,CaMnO3,Conductivity,,[50.0],[295],50.0,295.0,JMC_data
32,LaMnO3,Conductivity,,[10.0],[295],10.0,295.0,JMC_data
33,Al2Sb6Sr5,Conductivity,,[55.55555555555555],[300.0],55.5555555556,300.0,JMC_data
34,Al2Eu5Sb6,Conductivity,,[71.42857142857143],[300.0],71.4285714286,300.0,JMC_data
35,La,Conductivity,,[10989.01098901099],[973.0],10989.010989011,973.0,JMC_data
36,La,Conductivity,,[8333.333333333334],[295],8333.3333333333,295.0,JMC_data
37,La2O7Ti2,Conductivity,,[985.2216748768473],[295],985.2216748768,295.0,JMC_data
38,OZn,Conductivity,,[1666.6666666666667],[230.0],1666.6666666667002,230.0,JMC_data
39,ClNa,Conductivity,,[0.11363636363636363],[293.0],0.1136363636,293.0,JMC_data
40,CoSb3,Conductivity,,[14285.714285714286],[300.0],14285.714285714299,300.0,JMC_data
41,Bi2Te3,Conductivity,,[100000.00000000001],[300.0],100000.0,300.0,JMC_data
42,Co19FeSb60,Conductivity,,[100000.00000000001],[300.0],100000.0,300.0,JMC_data
43,CoSb3,Conductivity,,[14285.714285714286],[300.0],14285.714285714299,300.0,JMC_data
44,CoSb3,Conductivity,,[16666.666666666668],[300.0],16666.6666666667,300.0,JMC_data
45,BaO3Ti,Conductivity,,"[0.9174311926605504, 0.09881422924901184]",[295],0.5081227110000001,295.0,JMC_data
46,Sb2Se3,Conductivity,,[5.0],[295],5.0,295.0,JMC_data
47,Co2NaO4,Conductivity,,[12048.192771084337],[800.0],12048.1927710843,800.0,JMC_data
48,O2Sn,Conductivity,,[99999.99999999999],[373.0],100000.0,373.0,JMC_data
49,Fe39Ga120Ni,Conductivity,,[45454.54545454545],[973.0],45454.5454545454,973.0,JMC_data
50,Pb2SeTe,Conductivity,,[87.71622048349181],[295],87.71622048350002,295.0,JMC_data
51,BiSbTe3,Conductivity,,[185185.1851851852],[320.0],185185.1851851852,320.0,JMC_data
52,O3Re,Conductivity,,[10000000.0],[295],10000000.0,295.0,JMC_data
53,RS2,Conductivity,,[0.16716817118020727],[30.0],0.1671681712,30.0,JMC_data
54,CSi,Conductivity,,[370.3703703703703],[295],370.3703703704,295.0,JMC_data
55,O5V2,Conductivity,,[0.00015933715742511153],[723.0],0.0001593372,723.0,JMC_data
56,CdSe,Conductivity,,[0.08547008547008546],[295],0.0854700855,295.0,JMC_data
57,CdSe,Conductivity,,[0.9433962264150942],[295],0.9433962264,295.0,JMC_data
58,OZn,Conductivity,,[117647.05882352941],[295],117647.0588235294,295.0,JMC_data
59,Bi20Se3Te27,Conductivity,,[102040.8163265306],[295],102040.8163265306,295.0,JMC_data
60,BiCa14Co20O45,Conductivity,,[44444.444444444445],[318.0],44444.4444444445,318.0,JMC_data
61,Ca3Co4O9,Conductivity,,"[62500.0, 50000.00000000001]",[318.0],56250.0,318.0,JMC_data
62,InPd5Se,Conductivity,,[1.9047619047619048e+20],[295],1.904761905e+20,295.0,JMC_data
63,In2Pd8Se,Conductivity,,[4.3478260869565225e+20],[295],4.347826087e+20,295.0,JMC_data
64,MnSb2Se4,Conductivity,,[0.11235955056179775],[300.0],0.11235955060000001,300.0,JMC_data
65,Cr49Cu50MgO100,Conductivity,,[100.0],[295],100.0,295.0,JMC_data
66,CrCuO2,Conductivity,,[0.1],[300.0],0.1,300.0,JMC_data
67,Cr99Cu100MgO200,Conductivity,,[333.3333333333333],[300.0],333.3333333333,300.0,JMC_data
68,Ba4Cu3Si20,Conductivity,,[123456.79012345681],[320.0],123456.7901234568,320.0,JMC_data
69,Bi2Se3,Conductivity,,[26315.789473684214],[300.0],26315.7894736842,300.0,JMC_data
70,O2PbPd,Conductivity,,[133.33333333333334],[300.0],133.3333333333,300.0,JMC_data
71,Ni12P7Yb2,Conductivity,,[714285.7142857143],[295],714285.7142857143,295.0,JMC_data
72,AgMg74Sb50,Conductivity,,[28571.42857142857],[773.0],28571.428571428598,773.0,JMC_data
73,Co2NaO4,Conductivity,,[500000.0],[300.0],500000.0,300.0,JMC_data
74,Si3Sr5,Conductivity,,[591.7159763313609],[295],591.7159763314,295.0,JMC_data
75,Ca2Si,Conductivity,,"[1.7755681818181817, 26.7379679144385]",[295],14.2567680481,295.0,JMC_data
76,NiO,Conductivity,,[0.09871668311944717],[295],0.09871668310000001,295.0,JMC_data
77,Fe,Conductivity,,[135135.13513513512],[500.0],135135.1351351351,500.0,JMC_data
78,MgO,Conductivity,,[0.15146007512419726],[295],0.1514600751,295.0,JMC_data
79,MgO,Conductivity,,[0.0005548905192682126],[295],0.0005548905,295.0,JMC_data
80,NiSi,Conductivity,,[10000000.0],[295],10000000.0,295.0,JMC_data
81,LuNiSb,Conductivity,,[11904.761904761905],[2.0],11904.7619047619,2.0,JMC_data
82,CoLaO3,Conductivity,,[100.0],[400.0],100.0,400.0,JMC_data
83,Co50La49O150Sr,Conductivity,,[1000.0],[400.0],1000.0,400.0,JMC_data
84,Ca3Co2O6,Conductivity,,[1.0],[300.0],1.0,300.0,JMC_data
85,Bi2Se3,Conductivity,,"[1000.0, 500.0]","[250.0, 350.0]",750.0,300.0,JMC_data
86,Sb2Se3,Conductivity,,[5.0],[295],5.0,295.0,JMC_data
87,OZn,Conductivity,,[17.421602787456443],[295],17.4216027875,295.0,JMC_data
88,Bi2S3,Conductivity,,[20.0],[295],20.0,295.0,JMC_data
89,Bi2S3,Conductivity,,[90.9090909090909],[295],90.9090909091,295.0,JMC_data
90,Ag3Bi199S300,Conductivity,,[1149.4252873563219],[295],1149.4252873563,295.0,JMC_data
91,Bi2S3,Conductivity,,[90.9090909090909],[295],90.9090909091,295.0,JMC_data
92,AlCo2Cr,Conductivity,,[662251.655629139],[305.0],662251.6556291389,305.0,JMC_data
93,Co2CrGa,Conductivity,,[781250.0],[495.0],781250.0,495.0,JMC_data
94,Zinc,Conductivity,,"[-25.0, 0.09881422924901184]",[295],-12.450592885399999,295.0,JMC_data
95,Bi2STe2,Conductivity,,[37735.84905660377],[523.0],37735.8490566038,523.0,JMC_data
96,Bi2Te3,Conductivity,,[37735.84905660377],[573.0],37735.8490566038,573.0,JMC_data
97,BCOY,Conductivity,,[19011.406844106466],[295],19011.4068441065,295.0,JMC_data
98,Bi9SbTe10,Conductivity,,[35087.71929824561],[373.0],35087.7192982456,373.0,JMC_data
99,OZn,Conductivity,,[3.3333333333333333e-06],[363.0],3.3333e-06,363.0,JMC_data
100,Mg2Sn,Conductivity,,[99999.99999999999],[295],100000.0,295.0,JMC_data
101,Ga17Mn33,Conductivity,,[552486.1878453039],[1323.0],552486.1878453039,1323.0,JMC_data
102,Se2Ti,Conductivity,,"[83333.33333333333, 66666.66666666667]",[295],75000.0,295.0,JMC_data
103,Cu2Te,Conductivity,,[478468.89952153113],[295],478468.8995215311,295.0,JMC_data
104,Cu37Sn3Te20,Conductivity,,[242718.44660194177],[295],242718.4466019418,295.0,JMC_data
105,Cu2Te,Conductivity,,[100908.17356205852],[295],100908.1735620585,295.0,JMC_data
106,Cu37Sn3Te20,Conductivity,,[77041.60246533128],[1000.0],77041.60246533129,1000.0,JMC_data
107,Cu2Te,Conductivity,,[1000000.0],[900.0],1000000.0,900.0,JMC_data
108,CdS,Conductivity,,[12.67427122940431],[295],12.6742712294,295.0,JMC_data
109,Cu2S,Conductivity,,[259740.2597402597],[295],259740.25974025967,295.0,JMC_data
110,Co2NaO4,Conductivity,,[500000.0],[300.0],500000.0,300.0,JMC_data
111,GeTe,Conductivity,,[167869.7330871244],[295],167869.7330871244,295.0,JMC_data
112,Co2NaO4,Conductivity,,[500000.0],[300.0],500000.0,300.0,JMC_data
113,CdO,Conductivity,,[53475.935828877016],[1000.0],53475.935828877,1000.0,JMC_data
114,Co2Si,Conductivity,,[500000.0],[295],500000.0,295.0,JMC_data
115,Bi2Mg2Sm,Conductivity,,[25000.000000000004],[295],25000.0,295.0,JMC_data
116,Al,Conductivity,,[3.4246575342465754e-06],[295],3.424700000000001e-06,295.0,JMC_data
117,Mg400Sb3Si197,Conductivity,,[400000.00000000006],[295],400000.00000000006,295.0,JMC_data
118,ScSe2Tl,Conductivity,,[178.57142857142858],"[2.0, 300.0]",178.5714285714,151.0,JMC_data
119,Bi2S3,Conductivity,,[100.0],"[323.0, 573.0]",100.0,448.0,JMC_data
120,BiS8Ti4,Conductivity,,[333333.3333333334],"[298.0, 25.0]",333333.3333333334,161.5,JMC_data
121,Ba2FeSbSe5,Conductivity,,[0.013513513513513514],[400.0],0.013513513500000001,400.0,JMC_data
122,Ba2Sb2Se5,Conductivity,,[0.014285714285714285],[400.0],0.0142857143,400.0,JMC_data
123,Co2NaO4,Conductivity,,[500000.0],[300.0],500000.0,300.0,JMC_data
124,Ce3In11Pd,Conductivity,,[1.0101010101010103e+20],[800.0],1.01010101e+20,800.0,JMC_data
125,Ba3O9Re2,Conductivity,,[0.9345794392523364],[295],0.9345794393,295.0,JMC_data
126,CSb,Conductivity,,[166666.66666666666],[295],166666.6666666667,295.0,JMC_data
127,Ge31P15Se8,Conductivity,,[2.0],[295],2.0,295.0,JMC_data
128,Bi2Te3,Conductivity,,[500000.0],[320.0],500000.0,320.0,JMC_data
129,Fe,Conductivity,,[0.0002717391304347826],[295],0.0002717391,295.0,JMC_data
130,CNSi,Conductivity,,"[50.0, 18.181818181818183]",[295],34.0909090909,295.0,JMC_data
131,CNSi,Conductivity,,"[50.0, 18.181818181818183]",[295],34.0909090909,295.0,JMC_data
132,CNSi,Conductivity,,"[50.0, 18.181818181818183]",[295],34.0909090909,295.0,JMC_data
133,Co5O15Sr6,Conductivity,,[12.5],[300.0],12.5,300.0,JMC_data
134,Ca3Co2O6,Conductivity,,[0.022222222222222223],[300.0],0.022222222200000002,300.0,JMC_data
135,NiO,Conductivity,,[8.64304235090752],[295],8.6430423509,295.0,JMC_data
136,NiO,Conductivity,,[2.978850163836759],[295],2.9788501638,295.0,JMC_data
137,NiO,Conductivity,,[100.0],[573.0],100.0,573.0,JMC_data
138,NiO,Conductivity,,[33.333333333333336],[295],33.3333333333,295.0,JMC_data
139,NiO,Conductivity,,[15.822784810126581],[473.0],15.8227848101,473.0,JMC_data
140,CdO,Conductivity,,[0.9345794392523364],[295],0.9345794393,295.0,JMC_data
141,CdH2O2,Conductivity,,[0.9345794392523364],[295],0.9345794393,295.0,JMC_data
142,CdO,Conductivity,,[99999.99999999999],[295],100000.0,295.0,JMC_data
143,NiS,Conductivity,,[0.00267379679144385],[393.0],0.0026737968000000003,393.0,JMC_data
144,HNO3,Conductivity,,[5.494505494505494e-06],[393.0],5.4945000000000005e-06,393.0,JMC_data
145,Bi199NiS300,Conductivity,,[0.000425531914893617],[573.0],0.0004255319,573.0,JMC_data
146,Bi2S3,Conductivity,,[0.0013089005235602095],[295],0.0013089005,295.0,JMC_data
147,Bi199NiS300,Conductivity,,[0.0013089005235602095],[295],0.0013089005,295.0,JMC_data
148,Bi199NiS300,Conductivity,,[0.000425531914893617],[573.0],0.0004255319,573.0,JMC_data
149,Bi199NiS300,Conductivity,,[0.000425531914893617],[573.0],0.0004255319,573.0,JMC_data
150,Sb2Te3,Conductivity,,"[125000.0, 66666.66666666667]",[295],95833.3333333333,295.0,JMC_data
151,In2Se3,Conductivity,,[4.545454545454546],[295],4.5454545455,295.0,JMC_data
152,La93Mn100Na7O300,Conductivity,,[999999999.9999999],[107.0],1000000000.0,107.0,JMC_data
153,PbTe,Conductivity,,[146.6275659824047],[120.0],146.6275659824,120.0,JMC_data
154,Mn6Sn6Zr,Conductivity,,[1000000.0],[80.0],1000000.0,80.0,JMC_data
155,Co8Sb23Te,Conductivity,,[93457.94392523363],[710.0],93457.94392523359,710.0,JMC_data
156,Cu4In,Conductivity,,[285714.28571428574],[295],285714.2857142857,295.0,JMC_data
157,Cu52Ge12Nb4NiS64,Conductivity,,[25000.000000000004],[300.0],25000.0,300.0,JMC_data
158,Cu13Ge3NbS16,Conductivity,,[25000.000000000004],[300.0],25000.0,300.0,JMC_data
159,Cu52FeGe12Nb4S64,Conductivity,,[11111.111111111111],[300.0],11111.1111111111,300.0,JMC_data
160,Bi9In,Conductivity,,[7914648.43131668],[673.0],7914648.43131668,673.0,JMC_data
161,Ca2Co2O5,Conductivity,,[99999.99999999999],[973.0],100000.0,973.0,JMC_data
162,CoO3Sr,Conductivity,,[10000.0],[295],10000.0,295.0,JMC_data
163,Co2Ge3Te3,Conductivity,,[19.607843137254903],[295],19.6078431373,295.0,JMC_data
164,CoSb3,Conductivity,,[52631.57894736842],[295],52631.5789473684,295.0,JMC_data
165,Co40Sb115Te5Ti2,Conductivity,,[57142.85714285714],[300.0],57142.8571428571,300.0,JMC_data
166,OZn,Conductivity,,[200.0],[295],200.0,295.0,JMC_data
167,OZn,Conductivity,,[200.0],[295],200.0,295.0,JMC_data
168,NiO4S,Conductivity,,[5.555555555555556e-06],[295],5.5556e-06,295.0,JMC_data
169,Co8DyNi2Sb30,Conductivity,,[135135.13513513512],[300.0],135135.1351351351,300.0,JMC_data
170,Ca75Co49CuO150,Conductivity,,[1754.3859649122805],[1170.0],1754.3859649123,1170.0,JMC_data
171,Cu21Mn19Na20Se40,Conductivity,,[2000.0],[540.0],2000.0,540.0,JMC_data
172,Fe2GeTi,Conductivity,,[2824.8587570621467],[295],2824.8587570621003,295.0,JMC_data
173,La3Nb200O700Sr197,Conductivity,,[4366812227.074236],"[573.0, 973.0]",4366812227.074236,773.0,JMC_data
174,MoSi2,Conductivity,,[167224.08026755851],[295],167224.0802675585,295.0,JMC_data
175,MoSi2,Conductivity,,[103950.10395010396],[295],103950.103950104,295.0,JMC_data
176,FeSbTa,Conductivity,,[103734.43983402489],[800.0],103734.4398340249,800.0,JMC_data
177,ReTe2,Conductivity,,[1.0],[295],1.0,295.0,JMC_data
178,Al3Yb,Conductivity,,[1000000.0],[300.0],1000000.0,300.0,JMC_data
179,Al3Sc,Conductivity,,[9090909.09090909],[295],9090909.09090909,295.0,JMC_data
180,B2Sb8Te15,Conductivity,,[69930.06993006993],[283.0],69930.0699300699,283.0,JMC_data
181,CdSe,Conductivity,,[0.9433962264150942],[295],0.9433962264,295.0,JMC_data
182,CdSe,Conductivity,,[0.9433962264150942],[295],0.9433962264,295.0,JMC_data
183,FeS2,Conductivity,,[1000.0],"[50.0, 600.0]",1000.0,325.0,JMC_data
184,BO2V,Conductivity,,[200.0],[295],200.0,295.0,JMC_data
185,O2Si,Conductivity,,[200.0],[295],200.0,295.0,JMC_data
186,BO2V,Conductivity,,[1000.0],[368.0],1000.0,368.0,JMC_data
187,Ag2Se,Conductivity,,[250000.0],[375.0],250000.0,375.0,JMC_data
188,CuGaTe2,Conductivity,,[12706.480304955527],[295],12706.480304955501,295.0,JMC_data
189,MoO3,Conductivity,,[7.2992700729927e-05],[295],7.29927e-05,295.0,JMC_data
190,Co2NaO4,Conductivity,,[500000.0],[300.0],500000.0,300.0,JMC_data
191,Ce2Ni3Si5,Conductivity,,[333333.3333333333],[295],333333.33333333326,295.0,JMC_data
192,Pb,Conductivity,,[10000.0],[295],10000.0,295.0,JMC_data
193,NiO,Conductivity,,[0.0009891196834817012],[295],0.0009891197,295.0,JMC_data
194,FePb4S14Sb6,Conductivity,,[0.8264462809917356],[295],0.8264462810000001,295.0,JMC_data
195,CuO,Conductivity,,[0.06666666666666667],[295],0.0666666667,295.0,JMC_data
196,CuS,Conductivity,,[94.33962264150944],[723.0],94.3396226415,723.0,JMC_data
197,CuSe,Conductivity,,[11.03022281050077],[295],11.0302228105,295.0,JMC_data
198,Ca3Co4O9,Conductivity,,[6.25e-05],[373.0],6.25e-05,373.0,JMC_data
199,Al3CeNi2,Conductivity,,[285714.28571428574],[295],285714.2857142857,295.0,JMC_data
200,OS2,Conductivity,,[92592.59259259258],[280.0],92592.5925925926,280.0,JMC_data
201,CrSb,Conductivity,,[333333.3333333333],[295],333333.33333333326,295.0,JMC_data
202,CrSb,Conductivity,,[312500.0],[295],312500.0,295.0,JMC_data
203,Ag4Ce3Sn4,Conductivity,,[6250000.0],[9.0],6250000.0,9.0,JMC_data
204,CSi,Conductivity,,"[833.3333333333334, 500.0]",[295],666.6666666666999,295.0,JMC_data
205,CSi,Conductivity,,"[1250.0, 500.0]",[295],875.0,295.0,JMC_data
206,AgSbTe2,Conductivity,,[16949.15254237288],[300.0],16949.1525423729,300.0,JMC_data
207,AlGa4N5,Conductivity,,[500.0],[295],500.0,295.0,JMC_data
208,BCT10Z,Conductivity,,[2.3255813953488372e-08],[423.0],2.33e-08,423.0,JMC_data
209,BCT20Z,Conductivity,,[8.264462809917355e-09],[423.0],8.3e-09,423.0,JMC_data
210,Sb3Zn4,Conductivity,,[44444.444444444445],[295],44444.4444444445,295.0,JMC_data
211,Al3Yb,Conductivity,,[2631578.947368421],[295],2631578.947368421,295.0,JMC_data
212,Al3Yb,Conductivity,,[1886792.4528301887],[295],1886792.4528301887,295.0,JMC_data
213,Al3Yb,Conductivity,,[833333.3333333334],[295],833333.3333333335,295.0,JMC_data
214,CoCu,Conductivity,,[9090909.09090909],[2.0],9090909.09090909,2.0,JMC_data
215,CoCu,Conductivity,,[33333333333.333332],[22.0],33333333333.333324,22.0,JMC_data
216,CdO,Conductivity,,[20449.89775051125],[973.0],20449.8977505112,973.0,JMC_data
217,Co20Sb60Yb,Conductivity,,[87719.29824561405],[295],87719.298245614,295.0,JMC_data
218,Al2Co80Sb240Y5,Conductivity,,[95238.09523809524],[850.0],95238.0952380952,850.0,JMC_data
219,CaMn,Conductivity,,[3333.3333333333335],[295],3333.3333333333007,295.0,JMC_data
220,Al10LaRu2,Conductivity,,[17543859.649122808],[295],17543859.64912281,295.0,JMC_data
221,Bi2S3,Conductivity,,[2.6315789473684212],[295],2.6315789474,295.0,JMC_data
222,Bi2S3,Conductivity,,[5.681818181818182],[308.0],5.6818181818,308.0,JMC_data
223,Bi2S3,Conductivity,,[2.6315789473684212],[295],2.6315789474,295.0,JMC_data
224,Ce2Cu9Mn3P7,Conductivity,,[90909.09090909091],[295],90909.0909090909,295.0,JMC_data
225,Ba2Cu3OyY,Conductivity,,[1773.0496453900707],[1233.0],1773.0496453901,1233.0,JMC_data
226,Ba2Cu3OyY,Conductivity,,[2145.9227467811156],[619.0],2145.9227467810997,619.0,JMC_data
227,Ba2Cu3OyY,Conductivity,,[3.125],[313.0],3.125,313.0,JMC_data
228,Ba2Cu3OyY,Conductivity,,[5617.9775280898875],[295],5617.9775280899,295.0,JMC_data
229,Ba2Cu3OyY,Conductivity,,[49999.99999999999],[295],50000.0,295.0,JMC_data
230,Ba2Cu3OyY,Conductivity,,[20000.0],[295],20000.0,295.0,JMC_data
231,Ba2Cu3OyY,Conductivity,,[22988.505747126437],[295],22988.5057471264,295.0,JMC_data
232,Ba2Sb2Se5,Conductivity,,[0.014285714285714285],[400.0],0.0142857143,400.0,JMC_data
233,ClLa3P6Zn4,Conductivity,,[2.564102564102564],[400.0],2.5641025641,400.0,JMC_data
234,Cu3FeS4Tl2,Conductivity,,[0.00013333333333333334],[70.0],0.0001333333,70.0,JMC_data
235,Ca140Co242Hg29Sr60,Conductivity,,[2.5],[140.0],2.5,140.0,JMC_data
236,Ca200Co251Hg9,Conductivity,,[142.85714285714286],[295],142.8571428571,295.0,JMC_data
237,Cd5SSe4,Conductivity,,[0.0006172839506172839],[295],0.0006172840000000001,295.0,JMC_data
238,Se2Sn,Conductivity,,"[20.0, 3.3333333333333335]",[295],11.666666666700001,295.0,JMC_data
239,GaS,Conductivity,,[6.25e-11],[293.0],1e-10,293.0,JMC_data
240,As2BaCd2,Conductivity,,[0.07462686567164178],[295],0.0746268657,295.0,JMC_data
241,Cu12S13Sb4,Conductivity,,"[111111.11111111111, 90909.09090909091]",[300.0],101010.101010101,300.0,JMC_data
242,BaO3Ti,Conductivity,,[0.09881422924901184],[400.0],0.0988142292,400.0,JMC_data
243,La,Conductivity,,[0.6711409395973155],[295],0.6711409396,295.0,JMC_data
244,O46Ti25,Conductivity,,[1000.0],[323.0],1000.0,323.0,JMC_data
245,O44Ti25,Conductivity,,[12499.999999999998],[323.0],12500.0,323.0,JMC_data
246,Al4Mn,Conductivity,,[810372.7714748783],[1273.0],810372.7714748783,1273.0,JMC_data
247,CoSb3,Conductivity,,[621.1180124223603],[323.0],621.1180124223999,323.0,JMC_data
248,CoNaO2,Conductivity,,[500000.0],[300.0],500000.0,300.0,JMC_data
249,Co6Cu15Mn42Ni12O100,Conductivity,,[10.0],[295],10.0,295.0,JMC_data
250,CuInS2,Conductivity,,"[23.58490566037736, 285.7142857142857]","[77.0, 350.0]",154.6495956873,213.5,JMC_data
251,Ca3Co2O6,Conductivity,,[769.2307692307692],"[400.0, 1170.0]",769.2307692308,785.0,JMC_data
252,Ca3Co2O6,Conductivity,,[25.0],[295],25.0,295.0,JMC_data
253,Ca3Co2O6,Conductivity,,[15.625],[400.0],15.625,400.0,JMC_data
254,Ca3Co2O6,Conductivity,,[12.820512820512821],[400.0],12.8205128205,400.0,JMC_data
255,PbTe,Conductivity,,[1111.111111111111],[295],1111.1111111111,295.0,JMC_data
256,Ba4Cu7Ge3P13,Conductivity,,[6666.666666666667],[300.0],6666.666666666701,300.0,JMC_data
257,Ba4Cu8P15,Conductivity,,[10204.081632653062],[812.0],10204.0816326531,812.0,JMC_data
258,Ba80Cu53Ge398,Conductivity,,[621.1180124223603],[295],621.1180124223999,295.0,JMC_data
259,Ga,Conductivity,,[28571.428571428572],[823.0],28571.428571428598,823.0,JMC_data
260,B66Yb,Conductivity,,[0.5882352941176471],[300.0],0.5882352941,300.0,JMC_data
261,B66Yb,Conductivity,,[0.14084507042253522],[300.0],0.1408450704,300.0,JMC_data
262,O5V2,Conductivity,,[17.98561151079137],[573.0],17.9856115108,573.0,JMC_data
263,CuFeO2,Conductivity,,[0.001694915254237288],[295],0.0016949153,295.0,JMC_data
264,Bi2Te3,Conductivity,,[500000.0],[300.0],500000.0,300.0,JMC_data
265,B44Si2Tb,Conductivity,,[2.8571428571428568],[295],2.8571428571,295.0,JMC_data
266,AlB14Mg,Conductivity,,[1.0],[295],1.0,295.0,JMC_data
267,CaO3Pb,Conductivity,,[0.03333333333333333],[295],0.033333333300000004,295.0,JMC_data
268,Cu200Se101,Conductivity,,"[166666.66666666666, 125000.0]",[295],145833.3333333333,295.0,JMC_data
269,Al2CoCrFeNi,Conductivity,,[442791.3567127169],[300.0],442791.35671271686,300.0,JMC_data
270,Mn24MoO75Sr25,Conductivity,,[10000.0],[295],10000.0,295.0,JMC_data
271,Ca3Co4O9,Conductivity,,[99999.99999999999],[295],100000.0,295.0,JMC_data
272,Cu50Se73Sn25,Conductivity,,[13404.825737265413],[350.0],13404.8257372654,350.0,JMC_data
273,Cu52Nb4S64Sn11,Conductivity,,[20000.0],[670.0],20000.0,670.0,JMC_data
274,Cu52Nb4S64Sn11,Conductivity,,[20000.0],[670.0],20000.0,670.0,JMC_data
275,Cu52Nb4S64Sn11,Conductivity,,[20000.0],[670.0],20000.0,670.0,JMC_data
276,Cu52Ge11Nb4S64,Conductivity,,[11111.111111111111],[670.0],11111.1111111111,670.0,JMC_data
277,Al3Yb,Conductivity,,[2222222.222222222],[295],2222222.222222222,295.0,JMC_data
278,NiO,Conductivity,,[0.851063829787234],[295],0.8510638298000001,295.0,JMC_data
279,ErPd2Sb,Conductivity,,[384615.3846153846],[295],384615.3846153846,295.0,JMC_data
280,BiErPd2,Conductivity,,[714285.7142857143],[295],714285.7142857143,295.0,JMC_data
281,Bi2SeTe2,Conductivity,,[714285.7142857143],[300.0],714285.7142857143,300.0,JMC_data
282,Ba49Sb190V120,Conductivity,,[25000.000000000004],[295],25000.0,295.0,JMC_data
283,CoO2,Conductivity,,[5.0],[300.0],5.0,300.0,JMC_data
284,CuLi2Mo2O8,Conductivity,,[0.9345794392523364],[295],0.9345794393,295.0,JMC_data
285,Bi2Te3,Conductivity,,[103092.78350515466],[320.0],103092.7835051547,320.0,JMC_data
286,OZn,Conductivity,,[5263.157894736842],[295],5263.1578947368,295.0,JMC_data
287,BCOY,Conductivity,,[2222222.222222222],[100.0],2222222.222222222,100.0,JMC_data
288,Al8Ba4Si15,Conductivity,,[92506.93802035153],[320.0],92506.9380203515,320.0,JMC_data
289,PbSe,Conductivity,,[112.35955056179776],[295],112.3595505618,295.0,JMC_data
290,CuGdTe2,Conductivity,,[50.0],[295],50.0,295.0,JMC_data
291,Ca2Co2O5,Conductivity,,[9.70873786407767e-05],[750.0],9.70874e-05,750.0,JMC_data
292,Ca2Co2O5,Conductivity,,[9.259259259259259e-05],[750.0],9.25926e-05,750.0,JMC_data
293,Ca2Co2O5,Conductivity,,[0.0016666666666666668],[750.0],0.0016666667,750.0,JMC_data
