,sorted_formula,Model,Model_Type,Value,Temperature_Value,Value_Average,Temperature_Average,source
1767,Co40Ga2Sb123,PF,,[0.0005],[873.0],0.0005,873.0,JMC_data
1768,Co40Ga2Sb113Te10,PF,,[0.005],[873.0],0.005,873.0,JMC_data
1769,Bi2Te3,PF,,[0.000163],[295],0.00016299999999999998,295.0,JMC_data
1770,Sb2Te3,PF,,[0.000215],[523.0],0.000215,523.0,JMC_data
1771,Mo3Sb7,PF,,[0.001256],[850.0],0.001256,850.0,JMC_data
1772,Bi2O2Te,PF,,[0.00026000000000000003],[655.0],0.00026000000000000003,655.0,JMC_data
1773,Ca3Co4O9,PF,,[0.00051],[920.0],0.0005099999999999999,920.0,JMC_data
1774,Ag15Ca288Co400O900,PF,,[0.00073],[705.0],0.0007300000000000001,705.0,JMC_data
1775,AsRuV,PF,,[0.00304951014],[295],0.0030495101,295.0,JMC_data
1776,OZn,PF,,"[1.4e-05, 1.7e-05]",[373.0],1.55e-05,373.0,JMC_data
1777,NWs,PF,,[9e-07],[295],9.000000000000002e-07,295.0,JMC_data
1778,GeMg8Sn3,PF,,[0.0054],[295],0.0054,295.0,JMC_data
1779,Bi,PF,,[0.0054],[673.0],0.0054,673.0,JMC_data
1780,Mg2Si,PF,,[0.0033],[750.0],0.0033,750.0,JMC_data
1781,AC,PF,,[0.00022999999999999998],[873.0],0.00023,873.0,JMC_data
1782,Se4Sn5Te,PF,,[0.000459],[773.0],0.000459,773.0,JMC_data
1783,RS2,PF,,[0.00039999999999999996],[1073.0],0.0004,1073.0,JMC_data
1784,RS2,PF,,[0.00033],[1073.0],0.00033000000000000005,1073.0,JMC_data
1785,Cu180S100Sb2Sn3,PF,,[0.000975],[773.0],0.000975,773.0,JMC_data
1786,Cu180S100Sb2Sn3,PF,,[1.2e-06],[873.0],1.2e-06,873.0,JMC_data
1787,Cu180S100Sb2Sn3,PF,,[0.000975],[773.0],0.000975,773.0,JMC_data
1788,Cu180S100Sb2Sn3,PF,,[0.000975],[773.0],0.000975,773.0,JMC_data
1789,SeSn,PF,,[0.000398],[600.0],0.000398,600.0,JMC_data
1790,SeSn,PF,,[0.000398],[600.0],0.000398,600.0,JMC_data
1791,SeSn,PF,,[0.000398],[600.0],0.000398,600.0,JMC_data
1792,DEOPT,PF,,[0.00032399999999999996],[295],0.000324,295.0,JMC_data
1793,DEOPT,PF,,[0.000318],[295],0.00031800000000000003,295.0,JMC_data
1794,DEOPT,PF,,[0.000334],[295],0.000334,295.0,JMC_data
1795,PS2,PF,,[0.0001858],[300.0],0.0001858,300.0,JMC_data
1796,Ca2Co2O5,PF,,[0.00035400000000000004],[873.0],0.000354,873.0,JMC_data
1797,Ag7Cu200Se300Sn93,PF,,[0.0012900000000000001],[773.0],0.0012900000000000001,773.0,JMC_data
1798,BiCuOSe,PF,,[0.000338],[814.0],0.000338,814.0,JMC_data
1799,GeTe,PF,,[0.0039000000000000003],[775.0],0.0039,775.0,JMC_data
1800,CuTbTe2,PF,,[0.0005700000000000001],[750.0],0.0005700000000000001,750.0,JMC_data
1801,NaPb49Te50,PF,,[0.0028],[600.0],0.0028,600.0,JMC_data
1802,NaPb49Te50,PF,,[0.002],[923.0],0.002,923.0,JMC_data
1803,NaPb49Te50,PF,,[0.0025],[910.0],0.0025,910.0,JMC_data
1804,NiSbSc,PF,,[0.0014],"[300.0, 1000.0]",0.0014,650.0,JMC_data
1805,NiSbSc,PF,,[0.0014],[750.0],0.0014,750.0,JMC_data
1806,Bi23Sb77Te150,PF,,[0.0039],[295],0.0039,295.0,JMC_data
1807,Bi23Sb77Te150,PF,,[0.0039],[295],0.0039,295.0,JMC_data
1808,Bi2Sb8Te15,PF,,[0.0039],[295],0.0039,295.0,JMC_data
1809,Bi23Sb77Te150,PF,,[0.0039],[295],0.0039,295.0,JMC_data
1810,BaBiCoO,PF,,[0.0001],[923.0],0.0001,923.0,JMC_data
1811,B2CO,PF,,[3e-05],[923.0],3.000000000000001e-05,923.0,JMC_data
1812,AgPb8SbTe10,PF,,[0.0018700000000000001],[310.0],0.00187,310.0,JMC_data
1813,AgPb8SbTe10,PF,,[0.0018700000000000001],[310.0],0.00187,310.0,JMC_data
1814,Ca60Co77Cu3O180,PF,,[0.00021700000000000002],[141.0],0.000217,141.0,JMC_data
1815,Ca60Co77Cu3O180,PF,,[0.00021700000000000002],[141.0],0.000217,141.0,JMC_data
1816,Ca60Co77Cu3O180,PF,,[0.00021700000000000002],[141.0],0.000217,141.0,JMC_data
1817,BiTe6Tl9,PF,,[0.00062],[590.0],0.00062,590.0,JMC_data
1818,Co8Sb24Sm,PF,,[0.0025],[665.0],0.0025,665.0,JMC_data
1819,GeSi4,PF,,[0.000445],[295],0.000445,295.0,JMC_data
1820,Calcium,PF,,[0.00095],[318.0],0.00095,318.0,JMC_data
1821,Ca3Co4O9,PF,,[0.00095],[318.0],0.00095,318.0,JMC_data
1822,Bi37Ca3Cu40O40Se40,PF,,[0.00047400000000000003],[923.0],0.000474,923.0,JMC_data
1823,Bi40Cu39O40Se40,PF,,[0.00041],[923.0],0.00041000000000000015,923.0,JMC_data
1824,SeSn,PF,,[0.0018000000000000002],[300.0],0.0018000000000000004,300.0,JMC_data
1825,BST50,PF,,[0.00018],[400.0],0.00018,400.0,JMC_data
1826,BT100,PF,,[0.00011000000000000002],[400.0],0.00011,400.0,JMC_data
1827,Cu3SbSe4,PF,,[0.0037],[467.0],0.0037,467.0,JMC_data
1828,Ba10Co400La5Sb1200Yb7,PF,,[0.0055000000000000005],[850.0],0.0055000000000000005,850.0,JMC_data
1829,HfNi2Sn2Zr,PF,,[0.005200000000000001],[723.0],0.005200000000000001,723.0,JMC_data
1830,GeMg8Sn3,PF,,[0.0055000000000000005],[623.0],0.0055000000000000005,623.0,JMC_data
1831,CuMn3Sb8Se16,PF,,[0.00026000000000000003],[773.0],0.00026000000000000003,773.0,JMC_data
1832,CuMn3Sb8Se16,PF,,[0.00026000000000000003],[773.0],0.00026000000000000003,773.0,JMC_data
1833,MnSb2Se4,PF,,[0.00026000000000000003],[773.0],0.00026000000000000003,773.0,JMC_data
1834,S,PF,,[0.000441],[773.0],0.000441,773.0,JMC_data
1835,AlFe2V,PF,,"[0.005, 0.009000000000000001]",[295],0.006999999999999999,295.0,JMC_data
1836,Ce3Fe15LaNiSb48,PF,,[0.0029],[723.0],0.0029,723.0,JMC_data
1837,CoSb3,PF,,[0.001],[400.0],0.001,400.0,JMC_data
1838,Co47Ni3Sb150,PF,,[0.0035],[700.0],0.0035,700.0,JMC_data
1839,Ag7Pb180Sb10Te200,PF,,[0.000422],[637.0],0.00042199999999999996,637.0,JMC_data
1840,Ag7Pb180Sb10Te200,PF,,[0.000422],[673.0],0.00042199999999999996,673.0,JMC_data
1841,Bi2Te3,PF,,[0.004],[533.0],0.004,533.0,JMC_data
1842,Cu9S5,PF,,[0.001237],[773.0],0.0012369999999999998,773.0,JMC_data
1843,Fe4Sb12Yb,PF,,[0.003],[800.0],0.003,800.0,JMC_data
1844,Mo3Te4,PF,,[8e-05],[1000.0],8e-05,1000.0,JMC_data
1845,O2PbPd,PF,,[1.2000000000000002e-06],[300.0],1.2e-06,300.0,JMC_data
1846,Co2NaO4,PF,,[0.0013000000000000002],[300.0],0.0013000000000000002,300.0,JMC_data
1847,La,PF,,"[0.0028, 0.0036]",[295],0.0032,295.0,JMC_data
1848,Bi85Nb2Sb13,PF,,[0.00445],[220.0],0.00445,220.0,JMC_data
1849,CuIn20Sb20,PF,,[0.00195],[659.0],0.00195,659.0,JMC_data
1850,Bi12Mg75Sb37Te,PF,,[0.0014140000000000001],[295],0.001414,295.0,JMC_data
1851,Pristine,PF,,[0.0018000000000000002],[553.0],0.0018000000000000004,553.0,JMC_data
1852,CNSTsW,PF,,[2.2499999999999998e-05],[295],2.25e-05,295.0,JMC_data
1853,PS2,PF,,[4.5e-06],[295],4.5e-06,295.0,JMC_data
1854,InSe,PF,,[0.0023],[300.0],0.0023,300.0,JMC_data
1855,PbTe,PF,,[7.45e-07],[293.0],7.450000000000002e-07,293.0,JMC_data
1856,Ag2Se,PF,,[0.0022315],[300.0],0.0022315,300.0,JMC_data
1857,Bi2Te3,PF,,[0.0013499999999999999],[300.0],0.00135,300.0,JMC_data
1858,BiSb3Te6,PF,,[0.0008399999999999999],[295],0.00084,295.0,JMC_data
1859,HgSe,PF,,[0.0005499999999999999],[300.0],0.00055,300.0,JMC_data
1860,Ag2Se,PF,,[0.0009874],[300.0],0.0009874,300.0,JMC_data
1861,Ag2Se,PF,,[0.0034999999999999996],[295],0.0035,295.0,JMC_data
1862,Ag4CuSe3,PF,,[0.0022315],[295],0.0022315,295.0,JMC_data
1863,BiCl3,PF,,[0.00047589999999999997],[675.0],0.00047589999999999997,675.0,JMC_data
1864,Co9CuNa5O20,PF,,[0.0030800000000000003],[1073.0],0.0030800000000000003,1073.0,JMC_data
1865,Co9CuNa5O20,PF,,[0.0030800000000000003],[1073.0],0.0030800000000000003,1073.0,JMC_data
1866,Co9CuNa5O20,PF,,[0.0030800000000000003],[1073.0],0.0030800000000000003,1073.0,JMC_data
1867,Co130Fe270La68Sb1200Yb17,PF,,[0.0027],[600.0],0.0027,600.0,JMC_data
1868,Co130Fe270La68Sb1200Yb17,PF,,[0.0027],[600.0],0.0027,600.0,JMC_data
1869,Co130Fe270La68Sb1200Yb17,PF,,[0.0027],[600.0],0.0027,600.0,JMC_data
1870,Co10Sb10V9,PF,,[0.0029000000000000002],[873.0],0.0029,873.0,JMC_data
1871,Ba4Ga8Ge15,PF,,[0.00073],[738.0],0.0007300000000000001,738.0,JMC_data
1872,Au533Ba800Ge4067,PF,,[0.0012000000000000001],[738.0],0.0012,738.0,JMC_data
1873,Au53Ba80Ge407,PF,,[0.0011],[750.0],0.0011,750.0,JMC_data
1874,Co20Hf10Sb17Sn3Zr10,PF,,[0.00202],[873.0],0.00202,873.0,JMC_data
1875,Bi9Cu10NaO10Se10,PF,,[0.000467],[323.0],0.00046699999999999997,323.0,JMC_data
1876,Cu2S,PF,,[0.000524],[310.0],0.0005239999999999999,310.0,JMC_data
1877,Ca3Co4O9,PF,,[0.0001],[973.0],0.0001,973.0,JMC_data
1878,Ca3Co4O9,PF,,[0.0001],[973.0],0.0001,973.0,JMC_data
1879,SbTe2Tl,PF,,[0.0008900000000000001],[567.0],0.0008900000000000002,567.0,JMC_data
1880,SnTe,PF,,[0.00198],"[323.0, 823.0]",0.00198,573.0,JMC_data
1881,SnTe,PF,,[0.0009000000000000001],"[323.0, 573.0]",0.0009000000000000002,448.0,JMC_data
1882,Ge30Sb13Sn57Te100,PF,,[0.0009699999999999999],[295],0.00097,295.0,JMC_data
1883,AgBi33S50,PF,,[0.00024099999999999998],[573.0],0.000241,573.0,JMC_data
1884,Bi2S3,PF,,[0.000122],[573.0],0.000122,573.0,JMC_data
1885,AgBi33S50,PF,,[0.00024099999999999998],[573.0],0.000241,573.0,JMC_data
1886,S2Ti,PF,,[0.0017],[325.0],0.0017,325.0,JMC_data
1887,SSe4Sn5,PF,,[0.00037000000000000005],[823.0],0.00037000000000000016,823.0,JMC_data
1888,Sb18Sn91Te118,PF,,[2420.0],[823.0],2420.0,823.0,JMC_data
1889,Sb18Sn91Te118,PF,,[0.00242],[823.0],0.0024200000000000003,823.0,JMC_data
1890,Bi2S3,PF,,[0.000363],[673.0],0.000363,673.0,JMC_data
1891,Bi2S3,PF,,[0.000363],[673.0],0.000363,673.0,JMC_data
1892,Cl3In,PF,,[0.000363],[673.0],0.000363,673.0,JMC_data
1893,PS2,PF,,[4.9999999999999996e-05],[300.0],5e-05,300.0,JMC_data
1894,Co80Sb240Yb7,PF,,[0.0053],[823.0],0.0053,823.0,JMC_data
1895,Bi,PF,,[0.004],[700.0],0.004,700.0,JMC_data
1896,C2O,PF,,[0.0001],[1073.0],0.0001,1073.0,JMC_data
1897,Bi4CuSb15Te30,PF,,[0.0019],[450.0],0.0019,450.0,JMC_data
1898,Bi4CuSb15Te30,PF,,[0.0019],[450.0],0.0019,450.0,JMC_data
1899,FeNbSb,PF,,[10.0],[295],10.0,295.0,JMC_data
1900,Ag199Cu10Se50Te50,PF,,"[0.0011, 0.0013000000000000002]","[400.0, 560.0]",0.0012,480.0,JMC_data
1901,Ag199Cu10Se50Te50,PF,,"[0.0011, 0.0013000000000000002]","[400.0, 560.0]",0.0012,480.0,JMC_data
1902,Ag19CuSe5Te5,PF,,[0.0012900000000000001],[463.0],0.0012900000000000001,463.0,JMC_data
1903,Ag19CuSe5Te5,PF,,[0.0012900000000000001],[463.0],0.0012900000000000001,463.0,JMC_data
1904,CuInTe2,PF,,[0.0008],[750.0],0.0008,750.0,JMC_data
1905,Cu100In99Te200Zn,PF,,[0.00117],[515.0],0.00117,515.0,JMC_data
1906,Bi200Se13Te285,PF,,[0.13],[600.0],0.13,600.0,JMC_data
1907,Bi200Se13Te285,PF,,[0.13],[600.0],0.13,600.0,JMC_data
1908,Bi49Mg320Sb150Te,PF,,[0.0005],[295],0.0005,295.0,JMC_data
1909,FeNbSb,PF,,[0.0106],[295],0.0106,295.0,JMC_data
1910,Bi49Mg320Sb150Te,PF,,[0.0005],[295],0.0005,295.0,JMC_data
1911,Bi49Mg320Sb150Te,PF,,[0.0005],[295],0.0005,295.0,JMC_data
1912,Bi2S3,PF,,[0.0008300000000000001],[723.0],0.0008300000000000001,723.0,JMC_data
1913,Sodium,PF,,[0.005],[295],0.005,295.0,JMC_data
1914,NiO,PF,,[5.5e-07],[1023.0],5.5e-07,1023.0,JMC_data
1915,Ca3Co4O9,PF,,[0.000245],[1473.0],0.000245,1473.0,JMC_data
1916,Ca3Co4O9,PF,,"[7.000000000000001e-05, 0.00011]",[1073.0],9e-05,1073.0,JMC_data
1917,NaSe100Sn99,PF,,[0.00048],[300.0],0.0004800000000000001,300.0,JMC_data
1918,NaSe50Sn49,PF,,[0.00048],[823.0],0.0004800000000000001,823.0,JMC_data
1919,CoSb3,PF,,[0.00125],[650.0],0.00125,650.0,JMC_data
1920,Nb250S79Se711Sn290,PF,,[3.9999999999999996e-05],[300.0],4e-05,300.0,JMC_data
1921,S2Ti,PF,,[0.00133],[350.0],0.00133,350.0,JMC_data
1922,SeSn,PF,,[0.003],[295],0.003,295.0,JMC_data
1923,SeSn,PF,,"[0.0002, 0.0005]",[780.0],0.00035000000000000005,780.0,JMC_data
1924,In2O8Zn5,PF,,[0.00020899999999999998],[1473.0],0.00020899999999999998,1473.0,JMC_data
1925,BaBi7Cu8O8Se8,PF,,[0.000633],[923.0],0.000633,923.0,JMC_data
1926,SeSn,PF,,[0.0007530000000000001],[793.0],0.000753,793.0,JMC_data
1927,NaS10Se40Sn49,PF,,[0.0007530000000000001],[793.0],0.000753,793.0,JMC_data
1928,AlCu97Se50,PF,,[0.0012],[1000.0],0.0012,1000.0,JMC_data
1929,Pb100Se100Zn,PF,,[0.00262],[523.0],0.0026200000000000004,523.0,JMC_data
1930,Cu3Ni7,PF,,[0.012],[950.0],0.012,950.0,JMC_data
1931,Bi39Cu40O40Se40Sm,PF,,[0.00037],[823.0],0.00037000000000000016,823.0,JMC_data
1932,BiCuOSe,PF,,[0.00017999999999999998],[823.0],0.00018,823.0,JMC_data
1933,Bi39Cu40O40Se40Sm,PF,,[0.00037],[823.0],0.00037000000000000016,823.0,JMC_data
1934,BiCuOSe,PF,,[0.00124],[673.0],0.00124,673.0,JMC_data
1935,Ba3Bi37Cu40O40Se40,PF,,[0.00124],[673.0],0.00124,673.0,JMC_data
1936,CaMnO3,PF,,[5.9999999999999995e-05],[295],6.000000000000002e-05,295.0,JMC_data
1937,Cu2Se,PF,,[0.0013000000000000002],[1000.0],0.0013000000000000002,1000.0,JMC_data
1938,SeSn,PF,,[0.001],[1000.0],0.001,1000.0,JMC_data
1939,Pb,PF,,[0.000623],[773.0],0.0006230000000000001,773.0,JMC_data
1940,SeSn,PF,,[0.000193],[773.0],0.000193,773.0,JMC_data
1941,Pb,PF,,[0.000623],[773.0],0.0006230000000000001,773.0,JMC_data
1942,Pb,PF,,[0.000623],[773.0],0.0006230000000000001,773.0,JMC_data
1943,AgISn19Te19,PF,,[0.000305],[856.0],0.000305,856.0,JMC_data
1944,BCO500S,PF,,[0.00043099999999999996],[773.0],0.00043099999999999996,773.0,JMC_data
1945,O5V2,PF,,[5.76e-09],[410.0],5.8e-09,410.0,JMC_data
1946,OZn,PF,,[0.00036800000000000005],[1273.0],0.000368,1273.0,JMC_data
1947,O5V2,PF,,[5.76e-09],[410.0],5.8e-09,410.0,JMC_data
1948,Bi2Se3,PF,,[9.2e-05],[523.0],9.2e-05,523.0,JMC_data
1949,Bi2Se3,PF,,[9.2e-05],[523.0],9.2e-05,523.0,JMC_data
1950,Mg3Sb2,PF,,[0.00142],[575.0],0.0014199999999999998,575.0,JMC_data
1951,CoCu23S26Sb8,PF,,[0.00176],[673.0],0.00176,673.0,JMC_data
1952,CoCu23S26Sb8,PF,,[0.00176],[673.0],0.00176,673.0,JMC_data
1953,Co2Cu10S13Sb4,PF,,[0.00025],[673.0],0.00025,673.0,JMC_data
1954,CoCu23S26Sb8,PF,,[0.00176],[673.0],0.00176,673.0,JMC_data
