,sorted_formula,Model,Model_Type,Value,Temperature_Value,Value_Average,Temperature_Average,source
745,LiScSi,ThermCond,lattice,[51.46],[300.0],51.46,300.0,JMC_data
746,MoPb99Se100,ThermCond,total,[2.0],[295],2.0,295.0,JMC_data
747,PbSe,ThermCond,total,[4.6],[295],4.6,295.0,JMC_data
748,NbPb99Se100,ThermCond,lattice,[1.5],[295],1.5,295.0,JMC_data
749,Co8Sb23Te,ThermCond,lattice,[3.4],[300.0],3.4,300.0,JMC_data
750,Mg2Si,ThermCond,total,[5.0],[600.0],5.0,600.0,JMC_data
751,Cu2Te,ThermCond,total,[2.0],[295],2.0,295.0,JMC_data
752,Cu2Se,ThermCond,total,[0.98],[295],0.98,295.0,JMC_data
753,Cu2S,ThermCond,total,[0.36],[295],0.36,295.0,JMC_data
754,Cu2Te,ThermCond,total,[2.0],[295],2.0,295.0,JMC_data
755,Ag97Mg100Sb99,ThermCond,lattice,[0.6],[295],0.6000000000000001,295.0,JMC_data
756,PbTe,ThermCond,lattice,[2.4],[295],2.4,295.0,JMC_data
757,Al3Yb,ThermCond,electronic,[6.0],[295],6.0,295.0,JMC_data
758,In2P2Sr,ThermCond,lattice,[1.12],[900.0],1.12,900.0,JMC_data
759,In2P2Sr,ThermCond,lattice,[1.12],[900.0],1.12,900.0,JMC_data
760,BiCuOSe,ThermCond,total,[0.58],[873.0],0.58,873.0,JMC_data
761,CoCp2,ThermCond,total,[0.15],[320.0],0.15,320.0,JMC_data
762,CoCp2,ThermCond,total,[0.15],[320.0],0.15,320.0,JMC_data
763,Ca9DyMn10O30,ThermCond,total,[1.9],[1000.0],1.9,1000.0,JMC_data
764,CS2,ThermCond,total,[1.68],[300.0],1.6800000000000002,300.0,JMC_data
765,CS2,ThermCond,total,[7.12],[295],7.12,295.0,JMC_data
766,BiSb3Te6,ThermCond,lattice,[0.3],[295],0.30000000000000004,295.0,JMC_data
767,Ga2Te3,ThermCond,total,[1.8],[298.15],1.8,298.15,JMC_data
768,Bi2Te3,ThermCond,total,[0.9],[298.15],0.9,298.15,JMC_data
769,CoSb3,ThermCond,total,[10.0],[295],10.0,295.0,JMC_data
770,CuInTe2,ThermCond,total,[5.5],[295],5.5,295.0,JMC_data
771,Co40La5Sb117Te3,ThermCond,lattice,[2.0],[404.0],2.0,404.0,JMC_data
772,Co15Fe5La3Sb60,ThermCond,total,[1.5],[295],1.5,295.0,JMC_data
773,CoSb3,ThermCond,total,"[10.0, 15.0]",[295],12.5,295.0,JMC_data
774,Co40Ga3Sb117Te3,ThermCond,total,[2.75],[600.0],2.75,600.0,JMC_data
775,Co8LaSb24,ThermCond,lattice,[2.25],[295],2.25,295.0,JMC_data
776,CoSb3,ThermCond,lattice,[10.0],[295],10.0,295.0,JMC_data
777,CoSb3,ThermCond,lattice,[8.8],[295],8.8,295.0,JMC_data
778,Co10LaSb30,ThermCond,lattice,[4.5],[295],4.5,295.0,JMC_data
779,Co40La5Sb117Te3,ThermCond,lattice,[2.0],[501.0],2.0,501.0,JMC_data
780,MoSe2,ThermCond,lattice,[17.6],[295],17.6,295.0,JMC_data
781,MoS2,ThermCond,total,[52.0],[295],52.0,295.0,JMC_data
782,BiCuOSe,ThermCond,total,[0.89],[300.0],0.89,300.0,JMC_data
783,Bi21Ca2Cu25Li2O25Se25,ThermCond,total,[1.39],[300.0],1.39,300.0,JMC_data
784,BiCuOSe,ThermCond,lattice,[0.6],[873.0],0.6000000000000001,873.0,JMC_data
785,Bi44Ca3Cu50Li3O50Se50,ThermCond,lattice,[0.54],[873.0],0.54,873.0,JMC_data
786,Bi44Ca3Cu50Li3O50Se50,ThermCond,lattice,[0.54],[873.0],0.54,873.0,JMC_data
787,La2Mo2O9,ThermCond,total,"[0.7, 0.8]","[373.0, 1273.0]",0.75,823.0,JMC_data
788,La2Mo2O9,ThermCond,total,[0.82],[373.0],0.8200000000000001,373.0,JMC_data
789,Nb2O7Sr2,ThermCond,total,"[1.5, 1.7]","[373.0, 1273.0]",1.6,823.0,JMC_data
790,S2Ti,ThermCond,total,[2.11],[623.0],2.11,623.0,JMC_data
791,Cu8FeIn7S16,ThermCond,total,[1.37],[570.0],1.37,570.0,JMC_data
792,Cu8FeIn7S16,ThermCond,total,[1.37],[570.0],1.37,570.0,JMC_data
793,CuInS2,ThermCond,total,[5.71],[295],5.71,295.0,JMC_data
794,Cu8FeIn7S16,ThermCond,total,[2.95],[295],2.95,295.0,JMC_data
795,CuInS2,ThermCond,total,[1.28],[860.0],1.28,860.0,JMC_data
796,Bi85Pb3Sb12,ThermCond,total,[1.7],[150.0],1.7000000000000002,150.0,JMC_data
797,Bi85Pb3Sb12,ThermCond,total,[1.7],[150.0],1.7000000000000002,150.0,JMC_data
798,Cu2S,ThermCond,total,[0.5],[773.0],0.5,773.0,JMC_data
799,Ni,ThermCond,total,[150.0],[1233.0],150.0,1233.0,JMC_data
800,Bi2S3,ThermCond,total,[0.8],[295],0.8,295.0,JMC_data
801,Bi2S3,ThermCond,lattice,[0.86],[295],0.86,295.0,JMC_data
802,Cl3Sb,ThermCond,lattice,[0.67],[295],0.67,295.0,JMC_data
803,SnTe,ThermCond,total,[8.0],[300.0],8.0,300.0,JMC_data
804,PbTe,ThermCond,total,[3.0],[300.0],3.0,300.0,JMC_data
805,SnTe,ThermCond,total,[1.29],[800.0],1.29,800.0,JMC_data
806,SnTe,ThermCond,lattice,[2.24],[300.0],2.24,300.0,JMC_data
807,Bi4Mn7Sn89Te100,ThermCond,lattice,[1.17],[300.0],1.17,300.0,JMC_data
808,Bi3Mn7Sn90Te100,ThermCond,lattice,[0.67],[850.0],0.67,850.0,JMC_data
809,Cu4SSe,ThermCond,lattice,"[0.3, 0.4]",[295],0.35000000000000003,295.0,JMC_data
810,SnTe,ThermCond,total,[8.6],[295],8.6,295.0,JMC_data
811,Cd3Sn25Te25,ThermCond,total,[3.1],[295],3.1,295.0,JMC_data
812,Cd3Sn25Te25,ThermCond,total,[1.9],[600.0],1.9,600.0,JMC_data
813,Bi3CsPb3Te8,ThermCond,total,[1.5],[295],1.5,295.0,JMC_data
814,Bi2Te3,ThermCond,total,[1.8],[295],1.8,295.0,JMC_data
815,Co5Sb4Se6,ThermCond,total,[1.0],[300.0],1.0,300.0,JMC_data
816,Sb,ThermCond,total,[0.5],[657.0],0.5,657.0,JMC_data
817,Co20Sb15Se24Zn,ThermCond,total,[0.6],[295],0.6000000000000001,295.0,JMC_data
818,SbZn,ThermCond,total,[0.9],[300.0],0.9,300.0,JMC_data
819,SbZn,ThermCond,total,"[1.4, 1.8]",[300.0],1.6,300.0,JMC_data
820,BST,ThermCond,total,[0.31],[295],0.31,295.0,JMC_data
821,FeSbV,ThermCond,lattice,[10.0],[300.0],10.0,300.0,JMC_data
822,Fe5Nb2Sb5V3,ThermCond,total,[5.5],[300.0],5.5,300.0,JMC_data
823,Cu97Fe100Mn3S200,ThermCond,total,[2.2],[623.0],2.2,623.0,JMC_data
824,Mn,ThermCond,total,[1.7],[623.0],1.7000000000000002,623.0,JMC_data
825,Cu19Fe20MnS40,ThermCond,total,[1.0],[673.0],1.0,673.0,JMC_data
826,SeSn,ThermCond,lattice,[1.8],[300.0],1.8,300.0,JMC_data
827,PbSe,ThermCond,lattice,[0.7],[750.0],0.7000000000000001,750.0,JMC_data
828,BiSbTe,ThermCond,total,[1.3],[350.0],1.3,350.0,JMC_data
829,OZn,ThermCond,total,[100.0],[295],100.0,295.0,JMC_data
830,SeSn,ThermCond,lattice,[1.2],[300.0],1.2,300.0,JMC_data
831,PbSe,ThermCond,total,[4.54],[300.0],4.54,300.0,JMC_data
832,CdSe,ThermCond,total,[2.08],[300.0],2.08,300.0,JMC_data
833,PbSe,ThermCond,lattice,[2.6],[295],2.6,295.0,JMC_data
834,CdSe,ThermCond,lattice,[1.47],[295],1.47,295.0,JMC_data
835,BiSbTe,ThermCond,total,[1.04],[300.0],1.04,300.0,JMC_data
836,BiSbTe,ThermCond,total,[1.25],[300.0],1.25,300.0,JMC_data
837,In2S3,ThermCond,total,[0.7],[700.0],0.7000000000000001,700.0,JMC_data
838,SeSn,ThermCond,lattice,[1.0],[295],1.0,295.0,JMC_data
839,SeSn,ThermCond,lattice,[1.25],[300.0],1.25,300.0,JMC_data
840,Bi100Te137,ThermCond,total,[0.5],[370.0],0.5,370.0,JMC_data
841,Bi100Te143,ThermCond,electronic,[0.48],[420.0],0.48,420.0,JMC_data
842,MnSb11Yb14,ThermCond,lattice,[0.6],[300.0],0.6000000000000001,300.0,JMC_data
843,PbTe,ThermCond,total,[0.621],[450.0],0.621,450.0,JMC_data
844,PbTe,ThermCond,lattice,[0.75],[300.0],0.75,300.0,JMC_data
845,Lu2O7Zr2,ThermCond,total,[2.6],[295],2.6,295.0,JMC_data
846,PbSnTe2,ThermCond,total,[1.0],"[473.0, 623.0]",1.0,548.0,JMC_data
847,S2Ti,ThermCond,electronic,[4.2],[300.0],4.2,300.0,JMC_data
848,CaFeO3,ThermCond,total,[4.6],[300.0],4.6,300.0,JMC_data
849,Ca2Fe2O5,ThermCond,total,[2.8],[360.0],2.8,360.0,JMC_data
850,Ca2Fe2O5,ThermCond,total,[3.0],[300.0],3.0,300.0,JMC_data
851,Ca2Fe2O5,ThermCond,total,"[4.0, 2.0]","[400.0, 1050.0]",3.0,725.0,JMC_data
852,Ba4Cu3Si20,ThermCond,lattice,[1.0],[295],1.0,295.0,JMC_data
853,Bi99Ca50Mg95Zn5,ThermCond,lattice,[1.95],[300.0],1.95,300.0,JMC_data
854,Bi198Ca65Mg190Yb35Zn10,ThermCond,lattice,[1.05],[300.0],1.05,300.0,JMC_data
855,BiITe,ThermCond,total,[1.3],[295],1.3,295.0,JMC_data
856,Bi2Te3,ThermCond,total,[12.0],[300.0],12.0,300.0,JMC_data
857,Bi2S3,ThermCond,total,[1.0],[295],1.0,295.0,JMC_data
858,GeTe,ThermCond,lattice,[2.6],[295],2.6,295.0,JMC_data
859,Ba3Co30Fe10Ge2In2Sb118,ThermCond,lattice,[1.0],[700.0],1.0,700.0,JMC_data
860,S2Ti,ThermCond,total,[2.08],[573.0],2.08,573.0,JMC_data
861,MoS2,ThermCond,total,[0.82],[323.0],0.8200000000000001,323.0,JMC_data
862,Hf30Ni103Sn100Zr70,ThermCond,total,[2.4],[773.0],2.4,773.0,JMC_data
863,Hf125Ni500SbSn499Ti250Zr125,ThermCond,total,[3.0],[700.0],3.0,700.0,JMC_data
864,Hf3Ni11Sn10Zr7,ThermCond,total,[2.1],[773.0],2.1,773.0,JMC_data
865,Hf30Ni103Sn100Zr70,ThermCond,total,[2.4],[773.0],2.4,773.0,JMC_data
866,DEOPT,ThermCond,total,[0.031],[295],0.031,295.0,JMC_data
867,O2Ti,ThermCond,total,[5.75],[295],5.75,295.0,JMC_data
868,Ce4Fe37Nd4Ni3Sb120,ThermCond,total,[2.1],[295],2.1,295.0,JMC_data
869,Ce4Fe37Nd4Ni3Sb120,ThermCond,lattice,[1.05],[295],1.05,295.0,JMC_data
870,Ce4Fe37Nd4Ni3Sb120,ThermCond,total,[2.1],[295],2.1,295.0,JMC_data
871,H,ThermCond,lattice,[0.91],[1073.0],0.91,1073.0,JMC_data
872,O3SrTi,ThermCond,total,[10.0],[1000.0],10.0,1000.0,JMC_data
873,BiSb3Te6,ThermCond,lattice,[0.8],[295],0.8,295.0,JMC_data
874,Co10La3O20,ThermCond,total,[1.0],[295],1.0,295.0,JMC_data
875,Co2O4Zn,ThermCond,total,[2.42],[308.0],2.42,308.0,JMC_data
876,GdTe2Tl,ThermCond,total,[0.5],[295],0.5,295.0,JMC_data
877,Fe,ThermCond,total,[2.0],[295],2.0,295.0,JMC_data
878,Ca7Ce7Co10Fe70Nd7Sb240,ThermCond,lattice,[1.0],[295],1.0,295.0,JMC_data
879,Ca7Ce7Co10Fe70Nd7Sb240,ThermCond,total,[2.0],[295],2.0,295.0,JMC_data
880,Sb2SnTe4,ThermCond,lattice,[0.56],[320.0],0.56,320.0,JMC_data
881,SeSn,ThermCond,total,[1.5],"[300.0, 600.0]",1.5,450.0,JMC_data
882,SeSn,ThermCond,lattice,[0.25],[923.0],0.25,923.0,JMC_data
883,BiSb3Te6,ThermCond,total,[1.0],[373.0],1.0,373.0,JMC_data
884,Ag2Te,ThermCond,total,"[0.37, 0.93]","[523.0, 773.0]",0.65,648.0,JMC_data
885,Sb2YbZn2,ThermCond,lattice,[0.42],[773.0],0.42,773.0,JMC_data
886,Mg3Sb2,ThermCond,lattice,[0.72],[700.0],0.72,700.0,JMC_data
887,Mo3Sb7,ThermCond,total,[7.37],[805.0],7.37,805.0,JMC_data
888,Mo29NiSb70,ThermCond,total,[6.33],[805.0],6.33,805.0,JMC_data
889,Mo14NiSb35,ThermCond,total,[6.57],[805.0],6.57,805.0,JMC_data
890,Fe2Mo13Sb35,ThermCond,lattice,[1.45],[325.0],1.45,325.0,JMC_data
891,Mn100Si177,ThermCond,total,[3.45],[295],3.45,295.0,JMC_data
892,SeSn,ThermCond,total,[0.44],[294.0],0.44,294.0,JMC_data
893,SeSn,ThermCond,total,[0.23],[973.0],0.23,973.0,JMC_data
894,Mg3Sb2,ThermCond,total,[1.4],[295],1.4,295.0,JMC_data
895,PbTe,ThermCond,lattice,[0.42],[800.0],0.42,800.0,JMC_data
896,PbTe,ThermCond,total,[2.17],[300.0],2.17,300.0,JMC_data
897,Mg215Sb2Sn98,ThermCond,total,[4.7],[650.0],4.7,650.0,JMC_data
898,Mg2Sn,ThermCond,lattice,[1.5],[650.0],1.5,650.0,JMC_data
899,FeSbV,ThermCond,total,"[10.0, 13.0]",[295],11.5,295.0,JMC_data
900,FeSbV,ThermCond,total,"[4.0, 5.0]",[300.0],4.5,300.0,JMC_data
901,BiSb3Te6,ThermCond,total,[0.58],[600.0],0.58,600.0,JMC_data
902,BiTe,ThermCond,total,[4.5],[300.0],4.5,300.0,JMC_data
903,Bi103Te97,ThermCond,total,[1.83],[300.0],1.83,300.0,JMC_data
904,CoSb3,ThermCond,total,[10.0],[295],10.0,295.0,JMC_data
905,AgV,ThermCond,lattice,[0.1],[814.0],0.1,814.0,JMC_data
906,Ag90Mg97Sb95Zn3,ThermCond,total,[1.09],[473.0],1.09,473.0,JMC_data
907,BiCuOSe,ThermCond,total,[0.97],[373.0],0.97,373.0,JMC_data
908,Bi2Te3,ThermCond,total,[2.0],[373.0],2.0,373.0,JMC_data
909,Bi4Cu5O5PbSe5,ThermCond,total,[1.58],[373.0],1.58,373.0,JMC_data
910,BiCuOSe,ThermCond,total,[0.54],[300.0],0.54,300.0,JMC_data
911,Ba7Co400Sb1200Sr7Yb7,ThermCond,total,[0.6400000000000001],[295],0.64,295.0,JMC_data
912,SSr,ThermCond,total,"[2.9000000000000004, 3.6]",[835.0],3.25,835.0,JMC_data
913,CNT,ThermCond,lattice,"[0.2, 0.3]",[450.0],0.25,450.0,JMC_data
914,CNTs,ThermCond,lattice,"[102.0, 103.0]",[300.0],102.5,300.0,JMC_data
915,Cu2Se,ThermCond,lattice,[0.68],[300.0],0.68,300.0,JMC_data
916,Bi2Te3,ThermCond,lattice,[0.26],[295],0.26,295.0,JMC_data
917,Bi2Te3,ThermCond,total,[1.28],[295],1.28,295.0,JMC_data
918,CdCu2GeSe4,ThermCond,lattice,[1.37],[336.0],1.37,336.0,JMC_data
919,BiCu119S130Sb39Zn,ThermCond,total,[0.76],[723.0],0.76,723.0,JMC_data
920,Br20I60P193Sn240,ThermCond,total,[0.5],[295],0.5,295.0,JMC_data
921,I80P193Sn240,ThermCond,total,[0.5],[100.0],0.5,100.0,JMC_data
922,I80P193Sn240,ThermCond,total,[0.5],[295],0.5,295.0,JMC_data
923,OZn,ThermCond,total,[20.0],[295],20.0,295.0,JMC_data
924,Cu197S100,ThermCond,total,[0.6],[307.0],0.6000000000000001,307.0,JMC_data
925,Ba30Cu153S75Te35,ThermCond,lattice,[0.39],[420.0],0.39,420.0,JMC_data
926,CuGaTe2,ThermCond,total,[8.0],[295],8.0,295.0,JMC_data
927,Ag25PbSb24Se50,ThermCond,total,[0.35],[295],0.35000000000000003,295.0,JMC_data
928,Ag25PbSb24Se50,ThermCond,lattice,[0.3],[295],0.30000000000000004,295.0,JMC_data
929,Ag50BiSb49Se100,ThermCond,total,[0.32],[295],0.32,295.0,JMC_data
930,CsI3Sn,ThermCond,lattice,[0.54],[295],0.54,295.0,JMC_data
931,SeSn,ThermCond,lattice,[0.23],[923.0],0.23,923.0,JMC_data
932,CsI3Sn,ThermCond,lattice,[0.54],[295],0.54,295.0,JMC_data
933,SbZn,ThermCond,lattice,[1.5],[295],1.5,295.0,JMC_data
934,CaMnO3,ThermCond,total,[2.7],[295],2.7,295.0,JMC_data
935,CaMnO3,ThermCond,total,[7.8],[300.0],7.8,300.0,JMC_data
936,CaMnO3,ThermCond,total,[2.2],[295],2.2,295.0,JMC_data
937,InSe,ThermCond,lattice,[1.55],[830.0],1.55,830.0,JMC_data
938,Bi2Te3,ThermCond,lattice,[1.5],[300.0],1.5,300.0,JMC_data
939,Mg2Si,ThermCond,lattice,[12.14],[300.0],12.14,300.0,JMC_data
940,Mg64PbSi31,ThermCond,lattice,[3.76],[300.0],3.76,300.0,JMC_data
941,AlCa3Sb3,ThermCond,lattice,[0.6],[1050.0],0.6000000000000001,1050.0,JMC_data
942,P3Sb,ThermCond,total,[0.64],[300.0],0.64,300.0,JMC_data
943,P3Sb,ThermCond,lattice,[0.64],[300.0],0.64,300.0,JMC_data
944,P3Sb,ThermCond,total,[0.64],[300.0],0.64,300.0,JMC_data
945,Cu2Se,ThermCond,total,[0.9],[325.0],0.9,325.0,JMC_data
946,PbTe,ThermCond,lattice,[0.2],[325.0],0.2,325.0,JMC_data
947,PbTe,ThermCond,lattice,[0.2],[325.0],0.2,325.0,JMC_data
948,Ag71Sb129Te229,ThermCond,total,[0.6],[600.0],0.6000000000000001,600.0,JMC_data
949,Ag71Sb129Te229,ThermCond,total,[0.58],[475.0],0.58,475.0,JMC_data
950,Sb2Te3,ThermCond,lattice,[0.8],[295],0.8,295.0,JMC_data
951,Fe,ThermCond,total,"[67.0, 145.0]",[295],106.0,295.0,JMC_data
952,C2SiTi3,ThermCond,total,[32.0],[1473.0],32.0,1473.0,JMC_data
953,PtSeSr2,ThermCond,total,[7.9],[295],7.9,295.0,JMC_data
954,MoS2,ThermCond,total,[52.0],[295],52.0,295.0,JMC_data
955,MoS2,ThermCond,total,[77.0],[295],77.0,295.0,JMC_data
956,MoS2,ThermCond,total,[81.7],[295],81.7,295.0,JMC_data
957,DEOPT,ThermCond,total,"[0.24, 0.29]",[295],0.265,295.0,JMC_data
958,SnTe,ThermCond,total,[10.0],[295],10.0,295.0,JMC_data
959,SnTe,ThermCond,total,[10.0],[295],10.0,295.0,JMC_data
960,SnTe,ThermCond,total,[3.0],[295],3.0,295.0,JMC_data
961,SnTe,ThermCond,total,[10.0],[295],10.0,295.0,JMC_data
962,SnTe,ThermCond,total,[3.0],[295],3.0,295.0,JMC_data
963,SnTe,ThermCond,total,[10.0],[295],10.0,295.0,JMC_data
964,SnTe,ThermCond,total,[3.0],[295],3.0,295.0,JMC_data
965,Ce3Co80In3Sb240,ThermCond,total,[2.28],[300.0],2.28,300.0,JMC_data
966,GeSi,ThermCond,total,[11.0],[295],11.0,295.0,JMC_data
967,PbS,ThermCond,total,[0.43],[773.0],0.43,773.0,JMC_data
968,PbS,ThermCond,total,"[2.3, 2.5]",[295],2.4,295.0,JMC_data
969,PbS,ThermCond,lattice,[0.62],[923.0],0.62,923.0,JMC_data
970,PbS,ThermCond,total,[2.36],[298.0],2.36,298.0,JMC_data
971,PbS,ThermCond,lattice,[0.4],[773.0],0.4,773.0,JMC_data
972,AlB14Y,ThermCond,total,[3.6],[1000.0],3.6,1000.0,JMC_data
973,AlB14Y,ThermCond,total,[2.8],[1000.0],2.8,1000.0,JMC_data
974,BiLuPt,ThermCond,total,[0.252],[1401.0],0.252,1401.0,JMC_data
975,Pristine,ThermCond,lattice,[2.9],[295],2.9,295.0,JMC_data
976,SnTe,ThermCond,lattice,[0.5],[295],0.5,295.0,JMC_data
977,SnTe,ThermCond,lattice,[2.8],[300.0],2.8,300.0,JMC_data
978,Se2Sn,ThermCond,total,[0.67],[295],0.67,295.0,JMC_data
979,Ag97Mg100Sbx100,ThermCond,lattice,"[0.64, 0.68]",[300.0],0.66,300.0,JMC_data
980,SnTe,ThermCond,total,[3.87],[873.0],3.87,873.0,JMC_data
981,Mn3Sn17Te20,ThermCond,total,[1.39],[873.0],1.39,873.0,JMC_data
982,SnTe,ThermCond,lattice,[2.43],[323.0],2.43,323.0,JMC_data
983,Cu3ErTe3,ThermCond,lattice,[1.2],[300.0],1.2,300.0,JMC_data
984,Cu3ErTe3,ThermCond,lattice,[1.2],[300.0],1.2,300.0,JMC_data
985,Co4La5O15Ti,ThermCond,lattice,[0.91],[580.0],0.91,580.0,JMC_data
986,CNT,ThermCond,total,[3000.0],[295],3000.0,295.0,JMC_data
987,CNSTW,ThermCond,total,[0.495],[295],0.495,295.0,JMC_data
988,SeSn,ThermCond,total,[0.62],[775.0],0.62,775.0,JMC_data
989,S3Se7Sn10,ThermCond,total,[0.5],[820.0],0.5,820.0,JMC_data
990,Ag9GaSe6,ThermCond,total,[0.55],[335.0],0.55,335.0,JMC_data
991,Pure,ThermCond,lattice,"[6.0, 7.0]",[295],6.5,295.0,JMC_data
992,AgCrSe2,ThermCond,total,[0.2],[773.0],0.2,773.0,JMC_data
993,Ag50Bi50Se99X,ThermCond,lattice,[0.27],[810.0],0.27,810.0,JMC_data
994,BaCu2Te2,ThermCond,total,[0.95],[295],0.95,295.0,JMC_data
995,BaCu2Te2,ThermCond,lattice,[0.6],[300.0],0.6000000000000001,300.0,JMC_data
996,Ba25Cu52Te50,ThermCond,lattice,[0.6],[295],0.6000000000000001,295.0,JMC_data
997,Cu179PbS100,ThermCond,total,[0.918],[773.0],0.918,773.0,JMC_data
998,CuFeS2,ThermCond,total,[6.0],[300.0],6.0,300.0,JMC_data
999,MoS2,ThermCond,lattice,[1.35],[295],1.35,295.0,JMC_data
1000,MoS2,ThermCond,total,[23.2],[295],23.2,295.0,JMC_data
1001,MoS2,ThermCond,total,[42.18],[295],42.18,295.0,JMC_data
1002,MoS2,ThermCond,total,[34.5],[295],34.5,295.0,JMC_data
1003,CdCu2Se4Sn,ThermCond,total,[2.0],[350.0],2.0,350.0,JMC_data
1004,Fe4LaSb12,ThermCond,lattice,[1.4000000000000001],[295],1.4,295.0,JMC_data
1005,Cu9S5,ThermCond,total,"[4.8, 2.2]","[323.0, 773.0]",3.5,548.0,JMC_data
1006,Cu9S5,ThermCond,total,[2.2],[723.0],2.2,723.0,JMC_data
1007,Ag3Ge5P6,ThermCond,total,[1.5],[295],1.5,295.0,JMC_data
1008,S2Ti,ThermCond,total,[0.12],[373.0],0.12,373.0,JMC_data
1009,S2Ti,ThermCond,total,[4.2],[373.0],4.2,373.0,JMC_data
1010,Cd3Cu45S52Sb16,ThermCond,total,[0.71],[623.0],0.71,623.0,JMC_data
1011,CSi,ThermCond,total,[185.0],[295],185.0,295.0,JMC_data
1012,CSi,ThermCond,total,[176.0],[295],176.0,295.0,JMC_data
1013,CSi,ThermCond,total,[185.0],[295],185.0,295.0,JMC_data
1014,CSi,ThermCond,total,[70.0],[973.0],70.0,973.0,JMC_data
1015,CSi,ThermCond,total,[185.0],[295],185.0,295.0,JMC_data
1016,CSi,ThermCond,total,[185.0],[295],185.0,295.0,JMC_data
1017,PbSeTe,ThermCond,lattice,"[0.33, 0.4]",[295],0.365,295.0,JMC_data
1018,PbSe,ThermCond,total,[0.8],[300.0],0.8,300.0,JMC_data
1019,O2Si,ThermCond,lattice,[0.6],[600.0],0.6000000000000001,600.0,JMC_data
1020,SeSn,ThermCond,total,[0.23],[773.0],0.23,773.0,JMC_data
1021,Co2Ge3S3,ThermCond,total,[1.9],[320.0],1.9,320.0,JMC_data
1022,CoSb3,ThermCond,total,[10.5],[320.0],10.5,320.0,JMC_data
1023,GeTe,ThermCond,total,[5.3],[323.0],5.3,323.0,JMC_data
1024,O2Si,ThermCond,lattice,"[0.8, 0.56]",[295],0.68,295.0,JMC_data
1025,SeSn,ThermCond,total,"[0.23, 0.34]",[973.0],0.28500000000000003,973.0,JMC_data
1026,Cu8GeSe6,ThermCond,lattice,"[0.2, 0.4]",[295],0.30000000000000004,295.0,JMC_data
1027,Ag8Se6Sn,ThermCond,lattice,"[0.1, 0.2]",[295],0.15,295.0,JMC_data
1028,Cd6Eu11Sb12,ThermCond,lattice,"[0.78, 0.49]",[295],0.635,295.0,JMC_data
1029,Mn7Sb15Yb15,ThermCond,total,[0.4],[950.0],0.4,950.0,JMC_data
1030,Mn7Sb15Yb15,ThermCond,lattice,[0.39],[295],0.39,295.0,JMC_data
1031,Ba2BiFeSe5,ThermCond,total,[2.6],[30.0],2.6,30.0,JMC_data
1032,Sb2Te3,ThermCond,total,[4.7],[300.0],4.7,300.0,JMC_data
1033,Co20Sb60Sm3,ThermCond,lattice,[2.34],[703.0],2.34,703.0,JMC_data
1034,DyLa,ThermCond,total,[3.5],[1100.0],3.5,1100.0,JMC_data
1035,Fe,ThermCond,total,"[2.26, 2.41]",[373.0],2.335,373.0,JMC_data
1036,Fe,ThermCond,lattice,"[1.91, 2.06]",[373.0],1.985,373.0,JMC_data
1037,GaGeTe,ThermCond,lattice,[58.0],[295],58.0,295.0,JMC_data
1038,MoS2,ThermCond,lattice,[52.0],[295],52.0,295.0,JMC_data
1039,GaGeTe,ThermCond,lattice,[1.3],[475.0],1.3,475.0,JMC_data
1040,GaGeTe,ThermCond,lattice,[58.0],[295],58.0,295.0,JMC_data
1041,MoS2,ThermCond,lattice,"[85.0, 112.0]",[295],98.5,295.0,JMC_data
1042,GaGeTe,ThermCond,lattice,[28.23],[600.0],28.23,600.0,JMC_data
1043,GaGeTe,ThermCond,lattice,[58.0],[295],58.0,295.0,JMC_data
1044,BiSb3Te6,ThermCond,lattice,[1.0],[295],1.0,295.0,JMC_data
1045,Bi20Se3Te27,ThermCond,lattice,[1.0],[295],1.0,295.0,JMC_data
1046,BiSb3Te6,ThermCond,total,"[1.0, 1.2]",[295],1.1,295.0,JMC_data
1047,BiSb3Te6,ThermCond,lattice,[0.8],[300.0],0.8,300.0,JMC_data
1048,TeZn,ThermCond,lattice,[0.35],[400.0],0.35000000000000003,400.0,JMC_data
1049,GeSi,ThermCond,total,[4.5],[373.0],4.5,373.0,JMC_data
1050,MoSi,ThermCond,total,[4.0],[373.0],4.0,373.0,JMC_data
1051,MoSi,ThermCond,lattice,[2.8],[1073.0],2.8,1073.0,JMC_data
1052,Cu3SbSe4,ThermCond,total,[0.38],[623.0],0.38,623.0,JMC_data
1053,Ag50Sb49Se100Sn,ThermCond,lattice,[0.43],[673.0],0.43,673.0,JMC_data
1054,AlO50Zn49,ThermCond,lattice,[14.0],[300.0],14.0,300.0,JMC_data
1055,Bi2O2Se,ThermCond,lattice,[0.57],[773.0],0.5700000000000001,773.0,JMC_data
1056,Bi2O2Se,ThermCond,lattice,[0.57],[773.0],0.5700000000000001,773.0,JMC_data
1057,MnSb11Yb14,ThermCond,lattice,"[0.3, 0.4]",[1200.0],0.35000000000000003,1200.0,JMC_data
1058,PbTe,ThermCond,lattice,[2.3],[300.0],2.3,300.0,JMC_data
1059,NiSnZr,ThermCond,total,[6.5],[900.0],6.5,900.0,JMC_data
1060,NiSnZr,ThermCond,total,[6.3],[295],6.3,295.0,JMC_data
1061,Cu3S4Sb,ThermCond,lattice,[0.8],[523.0],0.8,523.0,JMC_data
1062,Cu3S4Sb,ThermCond,lattice,[0.8],[500.0],0.8,500.0,JMC_data
