,sorted_name,Model,Model_Type,Specifier,Value,Temperature_Value,Value_Average,Temperature_Average
18533,Fe2O3,Seebeck,,peak Seebeck coefficient,[0.00165],"[270.0, 290.0]",0.0016500000000000002,280.0
18534,CoSb3,Seebeck,,Seebeck coefficient,[0.000155],[660.0],0.000155,660.0
18535,CoSb3,Seebeck,,Seebeck coefficient,[0.000155],[660.0],0.000155,660.0
18536,Bi29K5Pb14Se60,Seebeck,,Seebeck coefficient,[-0.00025],[295],-0.00025,295.0
18537,CrSi2,Seebeck,,S,[9.999999999999999e-05],[300.0],0.0001,300.0
18538,Bi5La5Mn10O31,Seebeck,,Seebeck coefficient,[0.000133],[300.0],0.000133,300.0
18539,BiLaMn4,Seebeck,,S,[8.099999999999999e-05],[295],8.099999999999999e-05,295.0
18540,CoCu2O2Sr2Te2,Seebeck,,S,[10.0],[295],10.0,295.0
18541,SnTe,Seebeck,,S,[2.3e-05],[295],2.3e-05,295.0
18542,SnTe,Seebeck,,S,[9.499999999999999e-05],[823.0],9.5e-05,823.0
18543,OZn,Seebeck,,Seebeck coefficient,[0.00019999999999999998],[1273.0],0.0002,1273.0
18544,CaMnO3,Seebeck,,Seebeck coefficient,[-9.999999999999999e-05],[300.0],-0.0001,300.0
