,sorted_name,Model,Model_Type,Specifier,Value,Temperature_Value,Value_Average,Temperature_Average
13443,GeSi,ZT,,ZT,"[0.08, 0.1]",[295],0.09,295.0
13444,Cu2Se,ZT,,figure of merit,[1.1],[773.0],1.1,773.0
13445,Cu2Se,ZT,,figure of merit,[0.9],[800.0],0.9,800.0
13446,Cu2Se,ZT,,ZT,[1.13],[773.0],1.13,773.0
13448,CuGaTe2,ZT,,figure of merit,[1.4],[950.0],1.4,950.0
13449,Cu2Se3Sn,ZT,,ZT,[0.5],[850.0],0.5,850.0
13450,CuInS2,ZT,,ZT,[0.91],[860.0],0.91,860.0
13451,Bi4CsTe6,ZT,,ZT,[0.82],[225.0],0.8200000000000001,225.0
13452,Bi85PbSb14,ZT,,ZT,[0.11],[210.0],0.11,210.0
13453,Bi85PbSb14,ZT,,ZT,[0.11],[210.0],0.11,210.0
13454,Bi2Te3,ZT,,figure of merit,[1.56],[300.0],1.56,300.0
13455,AOZ,ZT,,figure of merit,[1.0],[300.0],1.0,300.0
13456,Bi2Te3,ZT,,ZT,[0.15],[295],0.15,295.0
13457,Cu2S,ZT,,ZT,[0.9],[773.0],0.9,773.0
13458,Cu2S,ZT,,highest ZT,[0.9],[773.0],0.9,773.0
13459,Cu2S,ZT,,maximum ZT,[0.9],[773.0],0.9,773.0
13460,MnSb11Yb14,ZT,,ZT,[1.0],[1223.0],1.0,1223.0
13461,MnSb11Yb14,ZT,,ZT,[1.15],[1100.0],1.15,1100.0
13462,EuSb2Zn2,ZT,,ZT,[1.0],[750.0],1.0,750.0
13463,Cd8Sb10Yb5Zn2,ZT,,ZT,[1.2],[700.0],1.2,700.0
13464,BaSb2Zn2,ZT,,ZT,[0.31],[675.0],0.31,675.0
13465,BaSb2Zn2,ZT,,ZT,[0.38],[500.0],0.38,500.0
13466,Ag9Pb50Sb8Sn50Te120,ZT,,highest ZT,[1.1],[660.0],1.1,660.0
13469,Ag5Pb60Sb2Sn20Te100,ZT,,highest ZT,[1.45],[627.0],1.45,627.0
13471,Cl3Sb,ZT,,peak ZT,[0.65],[773.0],0.65,773.0
13472,Cl3Sb,ZT,,peak ZT,[0.65],[773.0],0.65,773.0
13473,Cl3Sb,ZT,,peak ZT,[0.65],[773.0],0.65,773.0
13474,Bi2Te3,ZT,,ZT,[0.61],[295],0.61,295.0
13475,Nanostructured,ZT,,ZT,[1.4],[973.0],1.4,973.0
13476,Cu99Se50,ZT,,ZT,[1.1],[1000.0],1.1,1000.0
13477,Cu99Se50,ZT,,ZT,[1.4],[973.0],1.4,973.0
13478,Cu99Se50,ZT,,ZT,[1.4],[973.0],1.4,973.0
13479,Cu99Se50,ZT,,ZT,[1.4],[973.0],1.4,973.0
13480,Bi3Sb17Te30,ZT,,peak ZT,[1.32],[473.0],1.32,473.0
13481,Bi3Sb17Te30,ZT,,peak ZT,[1.32],[473.0],1.32,473.0
13482,Bi3Sb17Te30,ZT,,peak ZT,[1.32],[473.0],1.32,473.0
13483,Bi3Mn7Sn90Te100,ZT,,peak ZT,[1.3],[850.0],1.3,850.0
13484,Cu4SSe,ZT,,maximum ZT,[1.2],[1000.0],1.2,1000.0
13485,Cu2Se,ZT,,maximum ZT,[1.5],[1000.0],1.5,1000.0
13486,Cu97S25Se25,ZT,,ZT,[2.3],[1000.0],2.3,1000.0
13487,Cu97S25Se25,ZT,,ZT,[2.3],[1000.0],2.3,1000.0
13489,SeSn,ZT,,ZT,[1.0],[200.0],1.0,200.0
13490,SeSn,ZT,,ZT,[2.6],[923.0],2.6,923.0
13491,SeSn,ZT,,ZT,[2.5],[700.0],2.5,700.0
13492,Bi40Se3Te57,ZT,,figure of merit,[0.76],[323.0],0.76,323.0
13493,Ba4Ga8Ge15,ZT,,figure of merit,[1.35],[900.0],1.35,900.0
13494,Cd3Sn25Te25,ZT,,highest ZT,[1.03],[820.0],1.03,820.0
13495,Cd9Sn100Te100,ZT,,highest ZT,[0.45],[820.0],0.45,820.0
13496,Cd3Sn25Te25,ZT,,highest ZT,[1.03],[820.0],1.03,820.0
13497,Co20Sb15Se24Zn,ZT,,peak ZT,[0.5],[657.0],0.5,657.0
13498,Co20Sb15Se24Zn,ZT,,ZT,[0.6],[657.0],0.6000000000000001,657.0
13499,Zn,ZT,,maximum figure of merit,[0.53],[657.0],0.53,657.0
13500,Co20Sb15Se24Zn,ZT,,highest figure of merit,[0.53],[657.0],0.53,657.0
13501,Co20Sb15Se24Sn,ZT,,highest figure of merit,[0.2],[657.0],0.2,657.0
13502,Co20Sb15Se24Zn,ZT,,peak ZT,[0.53],[657.0],0.53,657.0
13506,SbZn,ZT,,zT,[0.81],[600.0],0.81,600.0
13507,SbZn,ZT,,zT,[0.63],[573.0],0.63,573.0
13508,SbZn,ZT,,zT,[1.15],[670.0],1.15,670.0
13510,SbZn,ZT,,zT,[0.81],[600.0],0.81,600.0
13511,SbZn,ZT,,zT,[1.18],[600.0],1.18,600.0
13513,SbZn,ZT,,zT,[0.81],[600.0],0.81,600.0
13514,BST,ZT,,ZT,[0.011],[295],0.011000000000000001,295.0
13515,BST,ZT,,ZT,[0.006],[295],0.006,295.0
13516,Bi20Se3Te27,ZT,,ZT,[0.84],[400.0],0.84,400.0
13517,Bi2Sb8Te15,ZT,,ZT,[1.1],[316.0],1.1,316.0
13518,BiSb3Te6,ZT,,ZT,[1.29],[327.0],1.29,327.0
13519,Bi2Sb8Te15,ZT,,ZT,[0.9],[398.0],0.9,398.0
13520,Re300Ru200Si831,ZT,,highest ZT,[0.56],[973.0],0.56,973.0
13524,GeSi,ZT,,maximum zT,[0.8],[1000.0],0.8,1000.0
13525,FeSbV,ZT,,zT,[0.3],[300.0],0.30000000000000004,300.0
13528,Fe5Nb4Sb5Ti,ZT,,zT,[1.1],[1100.0],1.1,1100.0
13529,BiMg6Sb3,ZT,,zT,[1.0],[600.0],1.0,600.0
13531,Ca3Co4O9,ZT,,ZT,[0.125],[1073.0],0.125,1073.0
13533,Ca3Co4O9,ZT,,ZT,[0.11],[873.0],0.11,873.0
13538,NaSe50Sn49,ZT,,highest ZT,[0.87],[798.0],0.87,798.0
13539,NaSe50Sn49,ZT,,highest ZT,[0.87],[798.0],0.87,798.0
13540,SeSn,ZT,,ZT,[2.6],[923.0],2.6,923.0
13541,SeSn,ZT,,ZT,"[0.5, 0.7]",[773.0],0.6000000000000001,773.0
13542,SeSn,ZT,,peak ZT,[0.6],[750.0],0.6000000000000001,750.0
